InventoryFactID,DateID,ProductID,WarehouseID,SupplierID,StockLevel,ReorderPoint,DaysOnHand
246,3192,2716,791,527,228,85,2
247,2367,801,789,513,281,90,58
248,919,2215,788,513,144,6,21
249,1112,1423,791,513,188,108,12
250,2134,665,789,551,156,41,76
251,1739,495,788,485,16,89,79
252,1168,754,789,515,83,21,45
253,2686,2417,787,553,309,26,22
254,1074,808,788,514,152,69,15
255,1670,2276,787,558,160,102,59
256,2931,732,791,545,50,4,61
257,2784,2261,790,482,365,17,36
258,2611,1257,787,516,92,114,78
259,2642,2124,788,555,298,19,31
260,1111,2876,792,504,122,116,74
261,1334,1705,789,493,309,68,36
262,1826,1343,788,504,23,43,43
263,907,1124,791,497,389,26,28
264,1490,1719,788,483,167,116,65
265,928,1884,792,500,15,69,40
266,966,1055,787,495,339,81,62
267,1967,659,788,501,30,79,41
268,1291,912,789,520,85,78,72
269,1353,873,791,559,249,82,33
270,2677,2244,790,548,111,57,86
271,2134,2507,789,539,308,89,29
272,2356,1718,793,530,2,14,82
273,1412,2866,793,527,342,19,34
274,2872,2753,791,556,153,61,32
275,963,949,789,492,364,83,58
276,3204,2344,792,495,196,103,25
277,962,440,793,491,172,102,37
278,1077,1118,790,526,366,100,58
279,1905,1404,790,519,69,107,55
280,3144,2030,789,546,262,84,43
281,3145,2666,792,480,246,85,46
282,2726,2517,792,543,95,6,86
283,3169,2012,787,483,226,82,55
284,1672,2452,787,540,287,75,52
285,2610,1863,787,548,144,95,36
286,2106,1468,787,534,216,4,28
287,2532,1687,790,552,245,11,33
288,1483,1323,788,540,257,105,34
289,910,1576,792,558,128,47,60
290,1346,2221,792,478,44,70,23
291,1975,1737,789,478,142,88,21
292,1291,2168,792,505,200,29,78
293,2491,2053,790,482,316,6,27
294,1185,2410,788,524,335,2,82
295,2869,1023,790,512,157,91,39
296,1223,2320,787,537,298,44,51
297,2090,1794,787,555,302,112,60
298,2619,2314,790,518,350,47,57
299,2979,1692,788,522,98,70,83
300,3152,2693,793,511,186,94,75
301,2021,2819,791,490,302,87,2
302,2553,1267,789,554,335,101,69
303,2205,416,792,551,399,24,56
304,1367,2397,793,531,43,62,42
305,2550,2213,792,551,121,81,32
306,1920,2934,790,511,247,56,52
307,2005,2378,791,558,320,32,49
308,2202,2583,793,481,248,22,57
309,935,1511,790,513,200,39,35
310,1054,1373,787,559,267,110,75
311,3176,2261,793,487,215,7,81
312,1987,733,790,535,34,41,49
313,861,2445,793,484,334,37,6
314,1964,2051,793,554,72,101,3
315,3141,2415,789,504,350,88,60
316,1767,2578,789,482,118,107,33
317,2018,1246,792,560,216,14,32
318,1100,783,793,503,23,25,65
319,1492,1311,787,506,278,37,69
320,1605,501,793,530,303,13,30
321,2779,2574,788,526,346,81,84
322,3158,722,788,482,271,43,64
323,991,1671,787,500,213,105,85
324,850,1618,790,558,294,82,35
325,2676,2302,789,521,147,71,76
326,1929,535,791,503,224,80,16
327,2184,2131,793,505,89,1,84
328,2362,1423,792,497,379,11,75
329,1654,2775,789,554,186,117,43
330,2085,2689,792,503,293,86,69
331,3203,1241,791,496,331,6,5
332,1357,1763,790,552,390,1,46
333,2860,1977,793,535,7,112,79
334,1639,2423,789,500,4,109,29
335,2560,1065,788,489,144,46,76
336,2136,2118,788,545,201,4,28
337,1364,721,787,532,110,77,61
338,2333,1058,793,513,398,115,27
339,1051,800,791,553,76,45,65
340,1739,923,789,498,179,37,50
341,1497,2527,787,498,32,69,19
342,1893,408,787,483,215,70,26
343,1128,998,792,554,34,49,15
344,2538,895,793,536,214,116,55
345,1614,2302,792,520,194,4,40
346,1024,2793,792,555,238,4,20
347,1736,1490,787,517,197,102,76
348,3046,1381,789,506,78,50,7
349,1059,2780,787,516,47,37,28
350,3113,2518,791,493,252,32,49
351,2717,1805,792,541,45,108,76
352,2093,2551,790,510,43,19,66
353,2922,1438,788,533,170,54,31
354,2491,2868,791,528,252,38,5
355,2218,2676,790,512,142,6,78
356,821,1533,792,549,94,38,48
357,866,770,792,505,182,36,86
358,2067,453,793,537,324,79,54
359,1497,2316,791,537,240,24,65
360,2665,2183,789,514,89,41,24
361,1703,1776,791,541,367,1,2
362,1906,861,793,509,256,78,29
363,1057,1415,793,535,379,0,62
364,1965,1671,789,507,287,57,49
365,2693,957,792,479,340,82,13
366,1043,395,790,537,295,11,37
367,1420,2185,789,549,222,13,45
368,2476,1609,793,555,90,69,51
369,1578,1936,793,503,325,11,3
370,1697,1251,791,489,256,15,57
371,1022,2405,792,507,283,82,34
372,1722,894,792,509,222,44,4
373,1567,2660,791,538,348,100,70
374,1484,1425,793,558,57,119,14
375,3191,1815,791,542,283,16,78
376,1475,1251,789,487,214,52,45
377,1940,696,790,542,317,27,62
378,1293,686,788,508,255,33,62
379,1881,2344,788,545,68,5,32
380,1869,2131,793,542,16,73,38
381,3158,2276,787,496,343,103,52
382,3116,1873,793,551,293,92,45
383,1104,677,793,547,255,20,65
384,1283,2000,787,536,334,14,20
385,2744,955,793,496,211,77,9
386,2347,2680,791,549,384,103,81
387,2822,2676,788,501,211,22,16
388,915,2855,787,515,228,5,30
389,1592,1135,789,547,65,109,55
390,1993,492,791,542,322,83,46
391,1097,1300,787,548,42,39,27
392,2549,1149,793,524,295,16,31
393,2557,2821,789,541,5,50,49
394,2420,949,787,534,67,37,67
395,1134,2503,787,531,232,65,33
396,2170,2030,789,488,221,60,33
397,1917,2700,790,483,136,82,54
398,2414,2818,793,528,344,39,79
399,2100,2584,789,534,262,26,76
400,2984,2283,791,527,158,76,17
401,980,1389,791,518,87,86,87
402,1869,2377,788,520,94,48,29
403,865,2420,788,549,183,33,81
404,1862,992,788,484,66,92,19
405,1639,532,790,543,9,56,29
406,3234,1031,789,521,220,73,38
407,934,1922,792,526,393,25,37
408,2457,1293,789,560,350,20,71
409,848,723,787,504,389,53,64
410,2905,2069,792,489,53,48,11
411,1576,1594,790,560,282,27,43
412,2952,1870,792,552,163,97,67
413,2799,1851,789,541,137,65,33
414,1867,2645,789,495,51,12,82
415,2822,1436,789,479,357,104,33
416,2353,723,790,529,133,42,40
417,3033,1437,787,538,15,2,61
418,2924,2138,788,516,373,45,2
419,1592,2458,793,553,381,96,53
420,3041,662,792,537,182,10,51
421,2289,608,791,527,46,67,28
422,1158,1308,790,483,319,30,63
423,2713,2907,790,536,202,4,68
424,2876,2163,789,519,70,63,32
425,973,402,792,486,229,97,67
426,2016,987,788,515,222,7,33
427,1616,704,792,536,140,109,88
428,2854,1065,791,486,370,84,7
429,2957,2653,788,557,324,38,41
430,1593,2763,789,540,54,83,79
431,1415,1433,789,531,322,51,34
432,2177,870,793,511,168,43,55
433,1342,617,793,516,308,32,76
434,2101,1331,791,497,237,84,50
435,2608,740,790,506,231,71,16
436,1549,898,790,528,392,20,82
437,1162,2736,791,494,395,88,60
438,1859,2796,791,503,191,80,24
439,1998,2000,791,499,366,17,45
440,3015,2523,793,550,3,105,78
441,1579,683,788,496,94,66,1
442,3068,1558,790,522,148,14,67
443,2171,554,793,498,228,83,19
444,980,2033,787,499,84,32,64
445,2128,2689,789,556,384,47,5
446,2923,1627,790,478,170,23,34
447,2590,2248,790,516,365,4,65
448,832,1079,791,526,167,46,8
449,2784,1793,788,479,296,55,33
450,847,919,791,494,209,0,22
451,2735,647,788,508,289,89,6
452,2292,1619,788,514,339,71,55
453,1791,766,790,483,322,118,40
454,1360,1284,788,539,128,65,27
455,2808,2295,792,521,110,32,31
456,3171,2853,790,545,214,20,47
457,1770,2180,793,487,377,34,84
458,1124,2248,791,499,20,89,3
459,2939,2170,790,498,320,86,81
460,2752,2553,790,528,268,112,69
461,1309,2764,793,537,240,47,17
462,897,1934,790,488,134,108,81
463,1026,2530,787,521,369,57,32
464,1660,2311,791,545,14,3,18
465,2786,546,789,526,250,33,67
466,1689,2382,793,558,353,6,35
467,2502,2870,793,512,245,107,77
468,2181,1687,791,526,74,71,33
469,3081,2753,789,538,62,75,62
470,1238,1654,792,556,241,103,1
471,1583,1443,789,492,380,68,2
472,1033,1828,788,502,36,86,57
473,1217,744,787,520,53,110,44
474,2072,1524,792,483,138,68,58
475,2237,2312,790,515,352,115,27
476,1302,1133,791,481,4,62,28
477,1235,792,789,494,162,19,19
478,2396,849,790,482,170,68,29
479,2090,1455,792,494,310,99,62
480,1435,842,791,526,118,107,25
481,2539,2565,788,520,151,87,37
482,2071,2226,791,538,157,89,87
483,2900,2619,793,501,6,16,25
484,2050,1919,787,520,71,62,1
485,3237,826,793,503,57,115,62
486,2054,2742,791,500,291,97,56
487,2533,1516,790,526,121,11,24
488,1885,1831,788,509,159,117,85
489,2934,479,789,485,38,44,64
490,2027,2623,791,531,34,2,17
491,2200,2839,788,491,254,25,62
492,2766,2325,789,553,90,76,78
493,840,2765,793,524,367,111,69
494,2340,1015,790,492,109,17,63
495,3160,1254,787,496,130,85,49
496,2827,2927,792,539,160,95,53
497,2069,1488,792,543,366,27,27
498,1844,1102,790,529,111,15,4
499,1763,2566,789,535,248,57,50
500,2734,879,790,560,129,58,86
501,830,1883,793,481,187,61,81
502,1659,2353,793,486,115,34,28
503,2991,2119,792,553,296,17,73
504,1345,1570,791,510,387,8,45
505,860,1328,793,489,225,1,34
506,875,403,788,550,382,88,49
507,2191,952,792,509,73,69,21
508,2975,2884,793,531,71,117,59
509,1772,2923,787,550,369,21,70
510,3088,2807,787,510,387,41,57
511,2941,2156,791,494,140,78,81
512,2900,2654,791,555,339,10,69
513,2164,1852,792,507,16,34,84
514,2657,1764,793,551,328,22,55
515,1337,1336,787,516,162,116,87
516,1893,2256,787,500,56,68,33
517,2143,2031,791,556,26,29,64
518,2991,1772,787,520,323,26,62
519,1249,947,792,551,33,8,20
520,1016,530,793,538,260,111,16
521,2256,1752,790,557,278,96,62
522,2681,745,788,536,282,28,31
523,1390,2565,788,499,82,41,83
524,2711,1279,789,558,316,57,46
525,993,2299,788,501,147,112,57
526,2168,2250,792,530,318,105,84
527,3211,589,793,507,158,89,67
528,1505,449,789,489,28,22,39
529,2043,584,788,488,362,28,74
530,922,1365,789,524,245,115,8
531,1382,469,793,558,271,100,21
532,1451,1679,791,554,315,107,83
533,1919,2714,788,533,72,22,47
534,2375,639,791,529,33,55,25
535,2799,2035,788,491,330,56,45
536,1442,1092,790,543,323,92,37
537,2161,2029,790,528,315,80,21
538,2953,1682,790,540,177,101,74
539,2320,2203,792,489,126,34,57
540,2236,641,792,515,60,26,65
541,1698,2729,791,509,57,111,28
542,1457,2911,792,487,336,42,27
543,2833,1967,789,519,299,91,39
544,2714,2559,790,498,313,30,35
545,2866,1263,791,540,175,61,88
546,2389,1837,787,554,264,24,17
547,2803,2844,791,509,391,68,85
548,1805,617,791,542,42,14,53
549,1798,2266,791,530,384,8,14
550,2929,2297,787,558,232,45,31
551,1310,2029,789,489,375,107,27
552,2596,1557,787,503,162,92,32
553,3125,2692,791,522,318,85,19
554,1402,2338,793,512,280,72,44
555,826,1210,790,525,328,21,79
556,1610,1475,791,511,262,110,58
557,2014,1090,789,500,365,55,44
558,2543,2078,791,554,202,74,1
559,1865,2682,793,535,316,104,89
560,2450,559,792,510,394,103,72
561,1082,2036,789,486,358,96,21
562,1401,2551,788,532,169,28,13
563,2895,859,792,510,201,25,71
564,3237,2337,788,552,280,17,57
565,1510,1365,791,550,283,72,51
566,2869,722,789,560,314,35,19
567,2581,1905,791,481,132,104,76
568,1578,1257,793,491,176,13,67
569,1561,1959,792,493,31,98,74
570,1600,1969,787,535,372,57,71
571,1363,694,793,509,11,72,80
572,1471,2806,792,526,22,44,18
573,2692,1614,791,539,171,22,21
574,2157,2560,788,504,221,94,22
575,2753,722,793,542,110,68,76
576,2154,1190,790,494,27,52,57
577,2468,772,787,493,315,66,11
578,3186,1486,792,544,123,49,88
579,2875,2793,792,544,144,40,30
580,1000,2322,790,511,32,69,64
581,1365,2770,788,542,130,104,29
582,1116,2220,787,532,265,49,21
583,817,1274,791,535,145,21,77
584,2541,2005,793,478,320,33,13
585,2577,1335,787,552,7,88,18
586,842,1646,793,486,193,114,27
587,2180,964,793,506,47,3,36
588,2580,2683,792,538,61,37,36
589,1862,1640,788,558,163,43,29
590,1077,1557,787,534,366,42,49
591,1770,404,792,510,64,0,77
592,2848,2259,787,547,72,92,16
593,1993,516,792,540,259,107,50
594,3001,1651,787,520,383,115,2
595,1784,1011,790,525,148,54,75
596,3143,2713,790,478,376,92,52
597,1987,1320,788,533,236,119,85
598,3173,2257,792,499,376,21,39
599,1000,1597,788,521,286,20,86
600,2648,555,792,552,285,73,54
601,1438,2922,791,551,34,4,49
602,1729,2307,790,507,93,101,40
603,2815,1716,789,542,343,64,80
604,2972,2356,793,560,191,13,42
605,1039,404,791,499,282,94,56
606,820,738,787,514,360,30,70
607,1641,1957,789,497,67,107,43
608,948,1437,789,503,58,49,73
609,2841,2480,793,542,373,90,58
610,1117,1051,790,483,111,93,80
611,2450,620,789,529,301,112,89
612,2863,2848,788,554,126,53,36
613,1866,2732,791,484,40,72,86
614,1701,1225,791,554,72,20,39
615,1428,2422,792,545,396,96,71
616,1018,2347,792,498,52,100,33
617,2501,2439,789,553,242,91,65
618,3120,1839,793,508,69,107,68
619,2713,982,792,506,238,26,30
620,3160,526,788,558,358,97,15
621,3165,1597,790,480,318,115,51
622,2812,2886,788,496,245,40,85
623,2542,2372,790,531,102,38,66
624,2157,1271,791,491,369,75,67
625,2932,1874,791,497,93,17,44
626,920,714,793,553,265,40,5
627,1550,717,789,527,54,29,5
628,2610,1478,793,498,368,48,73
629,3161,2899,789,550,264,20,1
630,2775,2001,788,483,297,7,49
631,2897,2171,789,519,206,39,3
632,2003,657,788,556,62,45,58
633,1192,1182,793,493,305,114,12
634,2514,924,788,494,126,87,83
635,2216,1293,793,518,283,1,66
636,3052,627,788,513,237,104,58
637,2038,2622,790,494,258,100,80
638,1900,1343,791,527,76,22,53
639,1808,1492,789,531,167,53,22
640,1932,1309,789,487,62,106,14
641,3199,1805,791,499,126,16,13
642,1451,2618,787,531,11,104,5
643,2833,2244,789,554,177,3,82
644,2834,2463,788,538,24,8,69
645,1176,1895,792,498,244,107,35
646,2934,2786,790,511,388,54,5
647,1113,421,790,498,96,62,22
648,2195,1689,787,479,308,70,21
649,1642,2838,787,512,79,12,66
650,1048,732,787,514,275,110,25
651,1924,392,791,544,133,21,57
652,1337,527,789,556,102,26,72
653,1317,2031,788,531,190,11,3
654,979,1702,787,514,257,27,39
655,1911,2864,790,552,198,108,34
656,2640,2748,789,540,208,58,77
657,2646,1792,793,518,318,116,79
658,2136,1094,789,508,136,117,20
659,3068,795,793,480,178,0,18
660,3170,2587,788,552,399,45,43
661,1795,1178,788,518,253,109,64
662,1014,2772,787,523,90,23,56
663,2042,1093,788,529,112,59,66
664,1053,2430,787,511,27,119,20
665,1307,1354,789,517,163,57,72
666,3241,1573,791,558,99,101,44
667,3207,2546,793,554,313,24,9
668,1846,1490,790,560,131,109,6
669,1961,1650,792,484,198,86,68
670,2059,818,793,496,245,72,45
671,2899,2412,787,559,381,55,67
672,883,747,791,511,340,64,33
673,2071,2174,789,506,298,56,40
674,1770,693,788,544,285,47,12
675,2811,412,790,510,92,78,41
676,1791,2829,790,535,148,83,54
677,2237,2432,793,557,369,110,70
678,3238,797,793,551,67,107,85
679,962,1015,790,496,178,58,39
680,2904,689,793,506,145,109,88
681,1354,1132,789,507,153,16,24
682,2960,1700,789,540,274,9,74
683,2186,986,789,512,242,112,48
684,2736,2610,793,529,364,3,84
685,3222,2314,792,489,225,100,73
686,1151,987,789,508,267,68,18
687,1580,2367,789,531,342,105,50
688,2875,791,790,532,152,74,50
689,2960,1470,791,515,312,83,70
690,2404,1558,790,544,194,118,39
691,2295,1492,790,524,180,19,5
692,1910,1760,787,535,374,9,43
693,1292,2425,787,512,55,19,18
694,2236,799,791,544,293,85,68
695,1892,1678,788,506,210,76,89
696,1692,2545,793,532,257,62,25
697,1017,2818,791,549,258,69,65
698,1061,860,790,484,274,74,77
699,2841,1910,789,536,239,79,12
700,850,1589,791,560,155,41,7
701,1755,1498,790,521,185,11,19
702,1404,934,789,505,365,22,86
703,3210,1199,788,521,57,69,26
704,861,2844,792,487,370,78,51
705,2339,1252,789,543,334,14,42
706,3015,1635,790,549,324,114,7
707,3124,1669,790,516,124,13,6
708,3097,789,793,548,176,106,14
709,2585,2477,787,524,236,95,9
710,1696,518,790,519,23,51,7
711,1683,927,789,486,5,88,10
712,2678,396,791,553,362,33,81
713,1566,2019,790,530,220,6,12
714,1816,1137,789,520,19,21,65
715,1030,863,791,515,318,104,78
716,1007,2310,790,506,65,115,12
717,2392,2013,791,529,323,78,82
718,2164,2016,793,507,371,96,8
719,864,2332,791,501,184,108,72
720,2466,2250,791,519,30,111,27
721,1349,876,792,480,230,99,83
722,1517,1959,787,529,131,46,51
723,3074,1449,787,501,368,75,25
724,948,937,787,483,225,103,77
725,1812,1461,789,494,386,112,22
726,1133,2204,791,510,33,10,8
727,1617,622,793,492,348,88,46
728,1088,1582,790,556,194,90,82
729,2888,1841,793,528,120,22,66
730,2232,1988,790,542,185,47,19
731,2074,1026,793,533,27,8,56
732,1568,2697,791,532,253,16,1
733,2618,2329,788,490,326,12,29
734,2970,1348,790,535,117,49,75
735,2432,545,790,548,387,82,19
736,3005,1753,790,560,27,41,22
737,2819,2831,791,534,204,63,17
738,2406,2072,793,532,327,60,1
739,1674,2059,793,556,109,12,83
740,1584,1401,790,519,26,2,9
741,2970,2370,789,511,41,119,89
742,2716,589,789,495,128,102,15
743,933,2103,788,485,4,118,65
744,2407,2723,792,497,91,29,44
745,2046,2738,792,541,284,5,49
746,1709,853,791,534,94,58,81
747,2130,2483,787,552,114,100,27
748,1397,879,791,548,226,1,16
749,1142,1462,790,514,76,101,78
750,1280,904,791,487,145,2,45
751,2394,896,793,483,61,16,9
752,3040,2453,791,547,329,11,39
753,1843,532,793,487,357,8,1
754,2302,1567,789,546,370,84,1
755,2133,513,788,492,211,73,22
756,2587,2013,787,558,267,113,75
757,917,554,788,508,277,74,54
758,1506,1312,790,491,139,58,2
759,1896,2753,791,488,309,79,67
760,877,2780,793,492,317,1,41
761,2341,2486,792,504,188,89,57
762,1177,1194,792,554,102,21,60
763,1670,2223,788,519,53,66,25
764,2107,666,793,526,40,50,53
765,1648,2755,791,547,200,68,44
766,2034,1079,793,527,338,79,59
767,2560,2749,789,523,196,74,53
768,1331,974,791,483,319,24,74
769,3177,1432,792,532,332,106,86
770,1775,2262,788,559,342,118,77
771,2569,681,790,503,129,84,42
772,2453,605,793,495,267,104,54
773,3057,952,792,528,43,26,33
774,1627,1466,790,496,164,1,3
775,1205,1019,790,549,64,51,26
776,1248,1851,793,525,36,81,26
777,1993,1231,788,520,380,103,39
778,2320,1832,793,547,18,11,23
779,2408,1626,792,517,336,102,61
780,2036,1260,788,503,131,12,89
781,2109,1994,787,506,359,71,72
782,1661,855,792,545,121,22,46
783,1840,1193,787,508,391,56,53
784,3079,1513,791,507,332,81,67
785,881,1880,792,523,126,97,89
786,2863,2286,788,495,276,80,73
