DateID,FullDate,Month,Year
1336,2020-06-08,June,2020
1337,2020-06-09,June,2020
1338,2020-06-10,June,2020
1339,2020-06-11,June,2020
1340,2020-06-12,June,2020
1341,2020-06-13,June,2020
1342,2020-06-14,June,2020
1343,2020-06-15,June,2020
1344,2020-06-16,June,2020
1345,2020-06-17,June,2020
1346,2020-06-18,June,2020
1347,2020-06-19,June,2020
1348,2020-06-20,June,2020
1349,2020-06-21,June,2020
1350,2020-06-22,June,2020
1351,2020-06-23,June,2020
1352,2020-06-24,June,2020
1353,2020-06-25,June,2020
1354,2020-06-26,June,2020
1355,2020-06-27,June,2020
1356,2020-06-28,June,2020
1357,2020-06-29,June,2020
1358,2020-06-30,June,2020
1359,2020-07-01,July,2020
1360,2020-07-02,July,2020
1361,2020-07-03,July,2020
1362,2020-07-04,July,2020
1363,2020-07-05,July,2020
1364,2020-07-06,July,2020
1365,2020-07-07,July,2020
1366,2020-07-08,July,2020
1367,2020-07-09,July,2020
1368,2020-07-10,July,2020
1369,2020-07-11,July,2020
1370,2020-07-12,July,2020
1371,2020-07-13,July,2020
1372,2020-07-14,July,2020
1373,2020-07-15,July,2020
1374,2020-07-16,July,2020
1375,2020-07-17,July,2020
1376,2020-07-18,July,2020
1377,2020-07-19,July,2020
1378,2020-07-20,July,2020
1379,2020-07-21,July,2020
1380,2020-07-22,July,2020
1381,2020-07-23,July,2020
1382,2020-07-24,July,2020
1383,2020-07-25,July,2020
1384,2020-07-26,July,2020
1385,2020-07-27,July,2020
1386,2020-07-28,July,2020
1387,2020-07-29,July,2020
1388,2020-07-30,July,2020
1389,2020-07-31,July,2020
1390,2020-08-01,August,2020
1391,2020-08-02,August,2020
1392,2020-08-03,August,2020
1393,2020-08-04,August,2020
1394,2020-08-05,August,2020
1395,2020-08-06,August,2020
1396,2020-08-07,August,2020
1397,2020-08-08,August,2020
1398,2020-08-09,August,2020
1399,2020-08-10,August,2020
1400,2020-08-11,August,2020
1401,2020-08-12,August,2020
1402,2020-08-13,August,2020
1403,2020-08-14,August,2020
1404,2020-08-15,August,2020
1405,2020-08-16,August,2020
1406,2020-08-17,August,2020
1407,2020-08-18,August,2020
1408,2020-08-19,August,2020
1409,2020-08-20,August,2020
1410,2020-08-21,August,2020
1411,2020-08-22,August,2020
1412,2020-08-23,August,2020
1413,2020-08-24,August,2020
1414,2020-08-25,August,2020
1415,2020-08-26,August,2020
1416,2020-08-27,August,2020
1417,2020-08-28,August,2020
1418,2020-08-29,August,2020
1419,2020-08-30,August,2020
1420,2020-08-31,August,2020
1421,2020-09-01,September,2020
1422,2020-09-02,September,2020
1423,2020-09-03,September,2020
1424,2020-09-04,September,2020
1425,2020-09-05,September,2020
1426,2020-09-06,September,2020
1427,2020-09-07,September,2020
1428,2020-09-08,September,2020
1429,2020-09-09,September,2020
1430,2020-09-10,September,2020
1431,2020-09-11,September,2020
1432,2020-09-12,September,2020
1433,2020-09-13,September,2020
1434,2020-09-14,September,2020
1435,2020-09-15,September,2020
1436,2020-09-16,September,2020
1437,2020-09-17,September,2020
1438,2020-09-18,September,2020
1439,2020-09-19,September,2020
1440,2020-09-20,September,2020
1441,2020-09-21,September,2020
1442,2020-09-22,September,2020
1443,2020-09-23,September,2020
1444,2020-09-24,September,2020
1445,2020-09-25,September,2020
1446,2020-09-26,September,2020
1447,2020-09-27,September,2020
1448,2020-09-28,September,2020
1449,2020-09-29,September,2020
1450,2020-09-30,September,2020
1451,2020-10-01,October,2020
1452,2020-10-02,October,2020
1453,2020-10-03,October,2020
1454,2020-10-04,October,2020
1455,2020-10-05,October,2020
1456,2020-10-06,October,2020
1457,2020-10-07,October,2020
1458,2020-10-08,October,2020
1459,2020-10-09,October,2020
1460,2020-10-10,October,2020
1461,2020-10-11,October,2020
1462,2020-10-12,October,2020
1463,2020-10-13,October,2020
1464,2020-10-14,October,2020
1465,2020-10-15,October,2020
1466,2020-10-16,October,2020
1467,2020-10-17,October,2020
1468,2020-10-18,October,2020
1469,2020-10-19,October,2020
1470,2020-10-20,October,2020
1471,2020-10-21,October,2020
1472,2020-10-22,October,2020
1473,2020-10-23,October,2020
1474,2020-10-24,October,2020
1475,2020-10-25,October,2020
1476,2020-10-26,October,2020
1477,2020-10-27,October,2020
1478,2020-10-28,October,2020
1479,2020-10-29,October,2020
1480,2020-10-30,October,2020
1481,2020-10-31,October,2020
1482,2020-11-01,November,2020
1483,2020-11-02,November,2020
1484,2020-11-03,November,2020
1485,2020-11-04,November,2020
1486,2020-11-05,November,2020
1487,2020-11-06,November,2020
1488,2020-11-07,November,2020
1489,2020-11-08,November,2020
1490,2020-11-09,November,2020
1491,2020-11-10,November,2020
1492,2020-11-11,November,2020
1493,2020-11-12,November,2020
1494,2020-11-13,November,2020
1495,2020-11-14,November,2020
1496,2020-11-15,November,2020
1497,2020-11-16,November,2020
1498,2020-11-17,November,2020
1499,2020-11-18,November,2020
1500,2020-11-19,November,2020
1501,2020-11-20,November,2020
1502,2020-11-21,November,2020
1503,2020-11-22,November,2020
1504,2020-11-23,November,2020
1505,2020-11-24,November,2020
1506,2020-11-25,November,2020
1507,2020-11-26,November,2020
1508,2020-11-27,November,2020
1509,2020-11-28,November,2020
1510,2020-11-29,November,2020
1511,2020-11-30,November,2020
1512,2020-12-01,December,2020
1513,2020-12-02,December,2020
1514,2020-12-03,December,2020
1515,2020-12-04,December,2020
1516,2020-12-05,December,2020
1517,2020-12-06,December,2020
1518,2020-12-07,December,2020
1519,2020-12-08,December,2020
1520,2020-12-09,December,2020
1521,2020-12-10,December,2020
1522,2020-12-11,December,2020
1523,2020-12-12,December,2020
1524,2020-12-13,December,2020
1525,2020-12-14,December,2020
1526,2020-12-15,December,2020
1527,2020-12-16,December,2020
1528,2020-12-17,December,2020
1529,2020-12-18,December,2020
1530,2020-12-19,December,2020
1531,2020-12-20,December,2020
1532,2020-12-21,December,2020
1533,2020-12-22,December,2020
1534,2020-12-23,December,2020
1535,2020-12-24,December,2020
1536,2020-12-25,December,2020
1537,2020-12-26,December,2020
1538,2020-12-27,December,2020
1539,2020-12-28,December,2020
1540,2020-12-29,December,2020
1541,2020-12-30,December,2020
1542,2020-12-31,December,2020
1543,2021-01-01,January,2021
1544,2021-01-02,January,2021
1545,2021-01-03,January,2021
1546,2021-01-04,January,2021
1547,2021-01-05,January,2021
1548,2021-01-06,January,2021
1549,2021-01-07,January,2021
1550,2021-01-08,January,2021
1551,2021-01-09,January,2021
1552,2021-01-10,January,2021
1553,2021-01-11,January,2021
1554,2021-01-12,January,2021
1555,2021-01-13,January,2021
1556,2021-01-14,January,2021
1557,2021-01-15,January,2021
1558,2021-01-16,January,2021
1559,2021-01-17,January,2021
1560,2021-01-18,January,2021
1561,2021-01-19,January,2021
1562,2021-01-20,January,2021
1563,2021-01-21,January,2021
1564,2021-01-22,January,2021
1565,2021-01-23,January,2021
1566,2021-01-24,January,2021
1567,2021-01-25,January,2021
1568,2021-01-26,January,2021
1569,2021-01-27,January,2021
1570,2021-01-28,January,2021
1571,2021-01-29,January,2021
1572,2021-01-30,January,2021
1573,2021-01-31,January,2021
1574,2021-02-01,February,2021
1575,2021-02-02,February,2021
1576,2021-02-03,February,2021
1577,2021-02-04,February,2021
1578,2021-02-05,February,2021
1579,2021-02-06,February,2021
1580,2021-02-07,February,2021
1581,2021-02-08,February,2021
1582,2021-02-09,February,2021
1583,2021-02-10,February,2021
1584,2021-02-11,February,2021
1585,2021-02-12,February,2021
1586,2021-02-13,February,2021
1587,2021-02-14,February,2021
1588,2021-02-15,February,2021
1589,2021-02-16,February,2021
1590,2021-02-17,February,2021
1591,2021-02-18,February,2021
1592,2021-02-19,February,2021
1593,2021-02-20,February,2021
1594,2021-02-21,February,2021
1595,2021-02-22,February,2021
1596,2021-02-23,February,2021
1597,2021-02-24,February,2021
1598,2021-02-25,February,2021
1599,2021-02-26,February,2021
1600,2021-02-27,February,2021
1601,2021-02-28,February,2021
1602,2021-03-01,March,2021
1603,2021-03-02,March,2021
1604,2021-03-03,March,2021
1605,2021-03-04,March,2021
1606,2021-03-05,March,2021
1607,2021-03-06,March,2021
1608,2021-03-07,March,2021
1609,2021-03-08,March,2021
1610,2021-03-09,March,2021
1611,2021-03-10,March,2021
1612,2021-03-11,March,2021
1613,2021-03-12,March,2021
1614,2021-03-13,March,2021
1615,2021-03-14,March,2021
1616,2021-03-15,March,2021
1617,2021-03-16,March,2021
1618,2021-03-17,March,2021
1619,2021-03-18,March,2021
1620,2021-03-19,March,2021
1621,2021-03-20,March,2021
1622,2021-03-21,March,2021
1623,2021-03-22,March,2021
1624,2021-03-23,March,2021
1625,2021-03-24,March,2021
1626,2021-03-25,March,2021
1627,2021-03-26,March,2021
1628,2021-03-27,March,2021
1629,2021-03-28,March,2021
1630,2021-03-29,March,2021
1631,2021-03-30,March,2021
1632,2021-03-31,March,2021
1633,2021-04-01,April,2021
1634,2021-04-02,April,2021
1635,2021-04-03,April,2021
1636,2021-04-04,April,2021
1637,2021-04-05,April,2021
1638,2021-04-06,April,2021
1639,2021-04-07,April,2021
1640,2021-04-08,April,2021
1641,2021-04-09,April,2021
1642,2021-04-10,April,2021
1643,2021-04-11,April,2021
1644,2021-04-12,April,2021
1645,2021-04-13,April,2021
1646,2021-04-14,April,2021
1647,2021-04-15,April,2021
1648,2021-04-16,April,2021
1649,2021-04-17,April,2021
1650,2021-04-18,April,2021
1651,2021-04-19,April,2021
1652,2021-04-20,April,2021
1653,2021-04-21,April,2021
1654,2021-04-22,April,2021
1655,2021-04-23,April,2021
1656,2021-04-24,April,2021
1657,2021-04-25,April,2021
1658,2021-04-26,April,2021
1659,2021-04-27,April,2021
1660,2021-04-28,April,2021
1661,2021-04-29,April,2021
1662,2021-04-30,April,2021
1663,2021-05-01,May,2021
1664,2021-05-02,May,2021
1665,2021-05-03,May,2021
1666,2021-05-04,May,2021
1667,2021-05-05,May,2021
1668,2021-05-06,May,2021
1669,2021-05-07,May,2021
1670,2021-05-08,May,2021
1671,2021-05-09,May,2021
1672,2021-05-10,May,2021
1673,2021-05-11,May,2021
1674,2021-05-12,May,2021
1675,2021-05-13,May,2021
1676,2021-05-14,May,2021
1677,2021-05-15,May,2021
1678,2021-05-16,May,2021
1679,2021-05-17,May,2021
1680,2021-05-18,May,2021
1681,2021-05-19,May,2021
1682,2021-05-20,May,2021
1683,2021-05-21,May,2021
1684,2021-05-22,May,2021
1685,2021-05-23,May,2021
1686,2021-05-24,May,2021
1687,2021-05-25,May,2021
1688,2021-05-26,May,2021
1689,2021-05-27,May,2021
1690,2021-05-28,May,2021
1691,2021-05-29,May,2021
1692,2021-05-30,May,2021
1693,2021-05-31,May,2021
1694,2021-06-01,June,2021
1695,2021-06-02,June,2021
1696,2021-06-03,June,2021
1697,2021-06-04,June,2021
1698,2021-06-05,June,2021
1699,2021-06-06,June,2021
1700,2021-06-07,June,2021
1701,2021-06-08,June,2021
1702,2021-06-09,June,2021
1703,2021-06-10,June,2021
1704,2021-06-11,June,2021
1705,2021-06-12,June,2021
1706,2021-06-13,June,2021
1707,2021-06-14,June,2021
1708,2021-06-15,June,2021
1709,2021-06-16,June,2021
1710,2021-06-17,June,2021
1711,2021-06-18,June,2021
1712,2021-06-19,June,2021
1713,2021-06-20,June,2021
1714,2021-06-21,June,2021
1715,2021-06-22,June,2021
1716,2021-06-23,June,2021
1717,2021-06-24,June,2021
1718,2021-06-25,June,2021
1719,2021-06-26,June,2021
1720,2021-06-27,June,2021
1721,2021-06-28,June,2021
1722,2021-06-29,June,2021
1723,2021-06-30,June,2021
1724,2021-07-01,July,2021
1725,2021-07-02,July,2021
1726,2021-07-03,July,2021
1727,2021-07-04,July,2021
1728,2021-07-05,July,2021
1729,2021-07-06,July,2021
1730,2021-07-07,July,2021
1731,2021-07-08,July,2021
1732,2021-07-09,July,2021
1733,2021-07-10,July,2021
1734,2021-07-11,July,2021
1735,2021-07-12,July,2021
1736,2021-07-13,July,2021
1737,2021-07-14,July,2021
1738,2021-07-15,July,2021
1739,2021-07-16,July,2021
1740,2021-07-17,July,2021
1741,2021-07-18,July,2021
1742,2021-07-19,July,2021
1743,2021-07-20,July,2021
1744,2021-07-21,July,2021
1745,2021-07-22,July,2021
1746,2021-07-23,July,2021
1747,2021-07-24,July,2021
1748,2021-07-25,July,2021
1749,2021-07-26,July,2021
1750,2021-07-27,July,2021
1751,2021-07-28,July,2021
1752,2021-07-29,July,2021
1753,2021-07-30,July,2021
1754,2021-07-31,July,2021
