MarketingFactID,DateID,ChannelID,CampaignID,AdSpend,Impressions,Clicks,Conversions,ROI
169,894,885,CA-010,3906.37,146738,35761,435,231.06
170,2986,882,CA-089,347.75,813268,4446,1369,494.17
171,1286,883,CA-144,677.57,458271,21601,725,214.39
172,2581,884,CA-116,1860.75,110397,4659,109,-6.46
173,2009,890,CA-085,4675.37,644844,6438,1696,332.58
174,2986,881,CA-103,2971.43,686741,650,1985,405.65
175,2153,883,CA-075,1106.76,309271,30634,1118,173.82
176,1693,892,CA-094,3991.78,547886,8091,851,372.65
177,1244,881,CA-069,3964.23,218878,18317,868,70.80
178,2880,892,CA-085,849.79,270200,38769,432,246.97
179,1145,892,CA-036,2204.00,539745,38219,778,212.56
180,824,880,CA-028,2420.25,149523,8922,818,88.70
181,2109,884,CA-029,3083.85,543415,1865,1802,347.31
182,2492,890,CA-034,1547.22,852755,30096,968,57.42
183,2831,888,CA-148,1253.49,869919,39985,1236,355.54
184,2621,882,CA-120,3970.22,594281,361,62,28.02
185,3178,882,CA-058,2853.24,228129,6652,1277,-38.61
186,1295,887,CA-098,259.65,709154,36720,758,288.42
187,1409,881,CA-035,4752.98,588048,2933,1667,385.56
188,1087,890,CA-081,168.36,234610,24266,1835,17.90
189,2725,886,CA-144,3082.28,207766,24910,1321,-39.32
190,960,882,CA-067,2857.02,113048,3282,193,328.27
191,2000,890,CA-063,822.76,12372,31827,347,34.15
192,1785,884,CA-029,2733.20,892999,2473,562,-43.29
193,1620,891,CA-016,1518.93,726480,38967,793,146.80
194,2732,883,CA-065,1015.43,716808,22594,1541,487.66
195,1404,886,CA-135,3382.17,330640,32973,73,117.24
196,2174,888,CA-069,1913.58,800252,3702,852,64.30
197,2774,889,CA-032,998.72,163827,9354,631,322.15
198,1104,892,CA-125,2256.09,783974,25806,435,230.44
199,1219,891,CA-075,2247.67,537979,20036,411,387.49
200,2394,891,CA-145,4004.11,200276,28203,751,161.14
201,1723,884,CA-064,4716.84,844148,9194,11,135.27
202,1409,892,CA-058,3735.93,414695,39435,733,407.63
203,3134,880,CA-095,192.90,331422,17219,1999,173.85
204,2252,885,CA-074,4800.97,205273,33548,581,419.33
205,3134,881,CA-021,4983.93,416259,7891,68,143.75
206,1085,890,CA-110,4168.08,56519,25,580,431.30
207,2267,884,CA-063,4341.46,235900,1053,772,166.42
208,2430,884,CA-118,875.95,66795,20681,1720,-42.85
209,2013,891,CA-084,2228.70,279027,38829,1457,141.49
210,2142,885,CA-019,998.49,373244,27437,1158,382.02
211,1901,882,CA-141,1477.93,812764,32005,1421,361.90
212,2290,891,CA-053,2627.34,155266,39514,1430,137.16
213,1412,889,CA-122,2588.86,353047,31475,786,64.26
214,1070,892,CA-068,4759.89,704628,28706,701,53.60
215,2657,888,CA-093,1907.45,398440,32706,1332,396.75
216,1482,888,CA-110,1643.66,276347,19807,1235,241.87
217,3179,886,CA-095,2225.69,329178,12583,1303,480.37
218,2590,892,CA-015,1342.78,167893,18234,1958,442.41
219,2096,892,CA-038,4935.09,466846,1306,444,35.04
220,2156,884,CA-090,3398.66,862325,7334,574,338.06
221,1892,892,CA-071,2393.86,567834,4625,54,72.63
222,1296,887,CA-035,847.36,248813,7913,1792,237.95
223,1246,890,CA-087,3067.32,279572,25280,1108,-49.78
224,2273,882,CA-015,3858.33,719776,33755,1415,363.58
225,1325,892,CA-052,1089.08,26864,30309,104,428.76
226,3207,883,CA-031,4220.41,719369,9562,295,250.96
227,2672,890,CA-121,653.52,855160,28964,91,488.05
228,2855,887,CA-133,3118.07,54313,3546,564,-21.09
229,1565,881,CA-101,2873.87,416101,37685,1551,197.12
230,1311,883,CA-106,4988.70,26773,38766,442,163.95
231,1315,890,CA-056,1124.67,49291,39660,1928,100.16
232,2465,885,CA-080,4415.03,787417,25521,1656,190.39
233,3012,891,CA-144,4685.65,174769,33992,1283,54.29
234,2673,883,CA-090,3908.31,862742,3079,1517,274.87
235,2733,885,CA-047,1442.87,511388,11518,617,71.57
236,3235,887,CA-021,1446.96,842330,29621,1485,206.92
237,1458,884,CA-077,4821.95,253349,17968,819,173.77
238,2599,881,CA-055,2380.08,472475,32128,779,402.70
239,1158,889,CA-066,549.08,308688,16604,1672,396.06
240,3200,883,CA-064,1630.58,278334,39243,1377,361.57
241,2283,892,CA-078,4917.07,509346,37611,1370,365.00
242,2436,881,CA-099,3643.26,819625,16719,1092,251.49
243,1564,886,CA-097,3886.56,359186,296,744,497.07
244,1599,891,CA-101,491.39,103713,8613,413,424.47
245,1962,882,CA-010,657.64,688636,24022,1487,403.07
246,1136,884,CA-041,2748.13,594985,26466,666,121.84
247,1571,889,CA-016,4406.33,43917,35584,698,468.41
248,2842,888,CA-148,4356.21,384304,25174,773,318.67
249,2922,888,CA-142,694.80,75838,13321,1185,226.76
250,1707,882,CA-068,3156.31,400034,25467,1867,206.34
251,1801,892,CA-054,1792.31,506502,388,775,179.76
252,3124,889,CA-027,919.36,617356,3667,1262,173.93
253,2821,892,CA-069,1899.63,835630,20331,59,45.63
254,1491,892,CA-029,4749.01,118008,35858,612,-9.30
255,1541,880,CA-090,2615.77,105565,23367,1095,80.46
256,2505,889,CA-039,2175.75,109602,38141,1127,375.66
257,1596,886,CA-139,1056.63,179101,5522,1123,476.34
258,2705,889,CA-117,151.41,791714,2808,1021,209.81
259,2636,890,CA-095,2564.59,585214,21945,648,337.48
260,1022,883,CA-003,4863.52,431142,27693,1206,86.74
261,2089,888,CA-005,4848.23,656512,9867,859,346.95
262,1424,890,CA-135,2881.99,361517,37989,1633,71.59
263,2962,882,CA-112,4922.87,865901,32382,547,135.68
264,1584,885,CA-034,813.40,440080,35591,581,412.10
265,2306,881,CA-006,539.60,720165,15185,1031,441.68
266,1509,881,CA-004,4619.71,650186,21047,642,218.89
267,2069,881,CA-106,3568.81,149355,32315,78,369.87
268,3045,891,CA-122,2786.58,469484,33097,1192,123.60
269,2598,882,CA-005,1848.69,662042,6187,772,210.21
270,1881,890,CA-126,1423.22,396142,6552,477,212.17
271,860,891,CA-083,343.06,567734,21289,1294,1.65
272,1689,892,CA-087,3777.48,288933,18971,624,255.88
273,1578,891,CA-016,1418.02,260818,20624,109,341.57
274,3146,891,CA-079,85.73,446961,16355,418,2.71
275,2076,890,CA-096,650.68,163734,3586,1036,13.16
276,2195,891,CA-047,715.37,672827,16149,1699,-23.37
277,1553,890,CA-007,1495.56,234379,30764,426,80.35
278,2861,890,CA-068,2743.82,50099,23943,537,426.52
279,2947,892,CA-122,4867.47,356465,26787,880,189.68
280,1980,883,CA-097,3072.10,429739,37703,1571,266.59
281,1475,890,CA-110,522.57,306350,749,1291,333.14
282,1146,889,CA-033,3999.41,571207,29643,880,102.35
283,2382,888,CA-057,3230.67,169350,36321,403,394.81
284,1772,887,CA-025,2265.77,671658,23651,104,440.32
285,1941,892,CA-005,1719.58,416230,1840,1117,386.83
286,2999,890,CA-052,2758.12,899607,16163,690,37.14
287,1009,892,CA-060,4820.46,14958,25918,1832,47.56
288,2912,890,CA-122,891.72,161429,8558,1532,134.46
289,2800,890,CA-139,2426.47,814973,22179,493,186.39
290,3045,885,CA-065,2081.86,635945,5719,662,331.33
291,1053,881,CA-046,4899.74,108670,11991,594,402.09
292,2215,886,CA-120,2836.56,218654,9266,359,291.65
293,1580,889,CA-120,4272.01,295452,26755,344,297.32
294,2876,892,CA-028,1135.93,652405,5511,786,161.69
295,2334,880,CA-096,2542.01,547058,33486,1443,127.72
296,2431,880,CA-146,1173.72,780171,4321,1950,322.25
297,3025,886,CA-025,828.23,529802,11802,1821,304.21
298,1990,882,CA-023,2743.82,582850,17018,1402,53.26
299,2301,887,CA-003,1791.74,373746,8084,1115,116.66
300,2100,885,CA-147,1909.86,182843,17462,1538,394.33
301,2106,892,CA-030,331.73,841256,16041,1947,230.88
302,2133,887,CA-100,1095.57,851997,9403,132,495.60
303,2579,887,CA-144,2412.77,105504,39048,1598,279.58
304,2803,892,CA-030,3162.61,152275,3752,1978,263.47
305,1431,884,CA-133,4421.00,780990,22969,1677,147.05
306,2391,886,CA-140,3473.45,894710,34017,1985,-26.09
307,2799,891,CA-128,628.11,534337,15937,188,467.03
308,1733,890,CA-132,716.33,843564,34147,1778,128.10
309,1604,891,CA-040,1633.19,538874,13054,1699,-47.91
310,923,888,CA-116,2296.08,437761,87,1266,102.75
311,2094,881,CA-057,766.61,633724,13329,724,456.33
312,1946,881,CA-110,3843.45,110445,23731,1229,411.91
313,865,883,CA-111,394.97,180336,2961,363,464.89
314,1496,890,CA-119,4029.38,21547,20770,1025,493.02
315,2161,881,CA-005,3604.92,95500,12851,149,261.50
316,2159,884,CA-123,2779.96,18435,22521,1727,-45.85
317,854,884,CA-117,449.19,885067,26180,466,170.75
318,1858,884,CA-079,2171.85,234481,26097,1378,491.71
319,1073,891,CA-138,1724.82,94993,21388,782,380.95
320,2452,882,CA-061,395.98,745952,29905,1456,235.23
321,1424,880,CA-026,3057.01,358526,29436,570,-34.50
322,2570,890,CA-138,1434.58,812608,13331,1336,324.63
323,1274,886,CA-061,4552.35,702742,37367,1783,-34.52
324,1428,888,CA-034,4314.47,897615,11354,1930,0.89
325,1226,885,CA-047,4268.79,42881,675,1400,-18.20
326,1708,881,CA-048,4811.02,69368,19267,1019,16.05
327,1337,884,CA-028,891.92,243668,4357,896,212.11
328,2524,891,CA-016,2311.25,236726,10759,111,495.81
329,3085,883,CA-112,2241.41,843206,32849,1193,-27.13
330,1117,891,CA-132,1701.17,282987,1555,167,76.47
331,833,885,CA-028,1041.78,662386,1627,1658,257.61
332,1061,881,CA-017,3924.35,871955,31720,779,245.22
333,1555,884,CA-057,3663.24,239335,16211,1764,243.07
334,1042,880,CA-141,3330.24,226805,26403,1539,35.61
335,1299,881,CA-112,113.59,498071,27887,1288,365.55
336,3046,881,CA-043,314.90,739348,2548,1195,247.00
337,1911,891,CA-075,307.64,248537,9783,373,59.31
338,1547,881,CA-032,4174.69,561834,15546,865,271.51
339,2284,882,CA-066,2122.63,835610,21807,941,330.91
340,2789,886,CA-073,4219.96,131727,22047,1213,127.74
341,879,882,CA-108,2508.23,749222,34468,549,143.83
342,2091,886,CA-056,2834.66,238469,21978,1925,254.03
343,3225,891,CA-128,437.88,162974,17977,1048,-33.87
344,1244,888,CA-084,3759.01,326913,10924,708,480.37
345,1990,883,CA-145,166.48,383682,13645,1784,357.19
346,920,892,CA-042,2879.48,390284,7603,1013,236.81
347,2206,891,CA-113,2173.24,854363,2996,35,432.44
348,3165,881,CA-116,1094.73,888912,20719,520,81.90
349,2190,883,CA-101,1494.11,820593,38534,434,90.54
350,2099,883,CA-095,1332.18,636676,8364,73,103.22
351,1144,887,CA-006,2084.38,653570,36373,1044,336.56
352,3038,884,CA-134,1095.57,464506,20946,1562,160.07
353,2806,881,CA-058,4015.29,878187,31247,941,207.60
354,966,882,CA-084,4801.37,28374,17091,512,447.68
355,1475,891,CA-109,4488.80,488621,20762,505,462.69
356,3040,887,CA-089,867.34,617241,2299,1577,443.75
357,996,885,CA-101,3109.23,694066,5448,160,374.91
358,1603,887,CA-127,714.69,656199,35645,1248,-40.97
359,2099,887,CA-035,3001.09,309899,15769,1010,185.10
360,2418,886,CA-066,1822.13,667771,8756,1638,61.22
361,1154,883,CA-110,4263.81,383047,39126,1680,361.71
362,969,889,CA-132,1895.79,499933,5761,51,84.23
363,1480,884,CA-079,3123.83,707888,8686,1068,463.30
364,2801,890,CA-132,2781.86,716679,27745,0,461.33
365,1739,880,CA-124,2575.20,114682,22073,216,-33.90
366,1685,892,CA-120,3759.40,898334,22466,111,168.82
367,1737,890,CA-008,1135.98,220163,35826,1859,-3.91
368,2156,886,CA-055,3348.68,538599,1388,651,477.70
369,1066,892,CA-083,99.72,417490,34363,1007,40.37
370,2347,885,CA-013,4703.71,37484,17813,111,229.28
371,1545,882,CA-143,4221.03,701919,1988,421,95.67
372,1795,883,CA-074,749.52,409997,2082,1072,-41.84
373,1539,883,CA-039,4371.71,403320,2851,1778,96.72
374,2494,890,CA-031,3309.17,18131,24082,28,-7.03
375,2032,887,CA-006,3994.15,381562,21231,938,404.93
376,1064,887,CA-128,3185.36,400231,8178,370,199.53
377,3190,884,CA-144,1240.16,440301,566,754,417.77
378,1443,887,CA-044,4938.83,847275,10246,792,154.36
379,1569,891,CA-120,1729.80,568875,5729,197,344.78
380,2275,892,CA-096,884.27,156802,7005,855,347.96
381,1504,887,CA-131,3236.61,70346,23514,1368,114.45
382,2627,884,CA-070,70.51,305061,31672,1680,499.60
383,1165,881,CA-046,3399.12,537284,7039,108,44.11
384,955,891,CA-144,606.39,760318,8746,1504,106.10
385,2979,881,CA-014,3932.79,147653,844,901,250.07
386,907,881,CA-140,2280.54,477226,19469,956,113.62
387,1203,890,CA-123,1392.57,420151,16989,829,457.12
388,1547,885,CA-095,1247.99,415751,11697,1495,48.03
389,2899,883,CA-139,426.16,127135,26268,684,462.47
390,1243,886,CA-065,203.93,798263,2778,88,52.76
391,923,884,CA-062,4123.64,442457,17062,321,428.11
392,3035,890,CA-011,1382.09,129103,7800,1455,-15.75
393,1434,884,CA-008,4434.23,160141,2263,1706,428.01
394,1052,889,CA-091,4891.89,151236,36862,1234,456.50
395,3093,889,CA-011,4807.05,80359,39433,1193,49.31
396,2014,885,CA-038,3039.41,622663,37148,1624,157.43
397,2986,882,CA-074,1013.92,178869,29070,624,414.20
398,3029,884,CA-030,3454.83,193850,38545,915,479.65
399,1333,887,CA-076,302.95,374381,21720,361,-31.17
400,2027,881,CA-017,3420.26,278726,107,1397,463.94
401,1587,885,CA-019,1110.74,430270,3036,1403,407.24
402,2368,883,CA-089,3207.03,7753,18577,297,207.96
403,2564,882,CA-117,1962.53,309841,36959,522,479.69
404,2850,880,CA-129,2395.24,104600,5540,1090,107.02
405,2640,892,CA-099,4722.99,338057,6508,1240,82.27
406,1679,884,CA-128,1260.99,345467,7189,802,325.07
407,2948,891,CA-061,2776.29,856634,4215,103,415.06
408,2641,887,CA-092,3907.19,17583,7569,695,203.75
409,2485,887,CA-052,3611.76,150329,36417,1785,228.11
410,2034,884,CA-090,997.90,611265,2861,1648,434.59
411,2180,889,CA-098,1740.93,542690,29542,1112,411.37
412,1340,892,CA-091,4829.64,595818,39303,1736,195.73
413,2250,890,CA-052,2885.76,527585,3491,1996,444.30
414,1291,891,CA-115,1794.02,735272,1091,935,341.84
415,1756,886,CA-041,1743.42,424514,31839,529,230.62
416,989,889,CA-142,4314.54,475634,20985,1669,-21.12
417,1542,882,CA-062,3317.19,800600,23389,1512,155.65
418,2062,892,CA-091,1851.37,59322,10901,1349,216.52
419,1487,890,CA-090,574.80,54968,12296,37,296.61
420,2165,890,CA-016,3863.37,205981,9123,118,7.91
421,1840,892,CA-126,665.40,696621,20175,605,225.80
422,1429,885,CA-080,1623.82,490105,29648,1887,463.51
423,2345,892,CA-146,4070.80,334732,27327,1522,242.41
424,2691,885,CA-125,3854.10,425130,34279,1549,77.21
425,2474,888,CA-006,1675.07,664406,34511,1188,57.74
426,2209,881,CA-092,656.79,186201,15866,385,464.01
427,2178,892,CA-074,1733.66,388034,30155,407,320.59
428,2649,888,CA-092,1768.02,348711,13894,915,213.29
429,2726,892,CA-028,869.30,32373,21361,1890,483.49
430,1749,884,CA-087,3079.62,721651,19283,1955,267.38
431,1400,884,CA-016,2276.82,377215,29603,1736,412.92
432,1207,891,CA-019,3753.12,640267,24486,35,152.81
433,2712,888,CA-084,1824.34,450463,19967,687,233.73
434,2151,891,CA-047,852.94,211018,39902,584,161.14
435,2660,886,CA-145,345.66,742257,615,1269,309.92
436,2751,884,CA-118,2079.49,306484,30296,1511,103.81
437,1228,882,CA-119,871.18,859231,11212,1136,343.49
438,878,884,CA-048,1379.37,554108,19253,1044,236.90
439,2286,885,CA-089,3526.78,43634,730,165,451.52
440,2195,892,CA-052,4287.30,349557,3956,916,101.72
441,1636,891,CA-036,140.52,811773,2510,576,337.06
442,1339,881,CA-044,2963.81,243465,35857,605,317.81
443,1334,881,CA-085,545.67,652205,6073,1726,16.96
444,3230,888,CA-123,908.48,415575,3899,483,182.96
445,1655,887,CA-037,988.57,366851,9547,1181,304.72
446,3021,883,CA-071,3338.65,30939,24453,110,19.89
447,856,886,CA-039,120.44,847132,15165,572,182.55
448,1849,883,CA-065,2980.62,872479,1875,785,274.90
449,1919,888,CA-144,1162.36,406255,32047,1793,427.33
450,2484,889,CA-007,4611.74,176957,27160,90,447.06
451,2663,885,CA-128,1696.74,182910,27708,1148,252.06
452,2683,888,CA-059,1326.12,101210,33888,769,192.25
453,2563,889,CA-051,4758.77,433694,39816,73,325.28
454,828,881,CA-024,2422.31,784734,34300,1956,468.95
455,3099,891,CA-020,4386.78,832096,8251,1044,372.75
456,974,886,CA-008,3968.73,488702,21296,979,76.10
457,1513,883,CA-104,1037.75,799925,31054,363,36.89
458,2960,888,CA-088,3110.18,712162,29701,1642,233.08
459,1939,887,CA-030,3030.19,429624,18015,1115,478.51
460,948,887,CA-117,1869.81,89842,1122,385,92.99
461,968,881,CA-108,879.86,327992,26067,1430,437.18
462,982,890,CA-026,3830.70,747319,15650,463,134.30
463,941,880,CA-039,1761.32,859359,9154,1842,274.21
464,2247,888,CA-029,2812.91,56555,32342,1896,159.94
465,1906,883,CA-057,1303.32,816438,1500,559,335.52
466,1071,887,CA-058,3061.26,133970,35977,243,35.75
467,2201,882,CA-057,4938.29,419201,19699,437,158.09
468,1996,888,CA-052,2345.15,834547,34875,1480,127.14
469,2803,882,CA-129,3395.77,375634,28844,19,144.55
470,1715,888,CA-029,1382.42,699946,32813,575,123.54
471,2823,887,CA-098,3692.13,637641,2954,1310,192.37
472,1370,881,CA-020,4833.33,61554,34415,1267,465.89
473,2448,886,CA-142,4068.99,292761,22934,551,479.36
474,1492,882,CA-133,1740.52,663197,20626,617,-11.13
475,3210,887,CA-003,502.44,94974,9243,335,482.38
