ReturnsFactID,DateID,CustomerID,ProductID,ChannelID,ReasonID,ReturnQty,ReturnAmount
107,981,7125,2859,887,916,1,1127.28
108,2676,4548,1863,891,912,1,218.66
109,1195,1103,2575,885,919,1,275.36
110,3002,2475,705,882,916,2,832.61
111,1004,7032,2799,881,914,1,430.78
112,1160,5578,657,889,915,1,268.39
113,2945,7342,2873,886,920,1,678.04
114,918,767,973,883,911,2,1127.40
115,949,3458,2078,889,917,2,878.84
116,2030,7122,2638,886,914,2,1007.52
117,2957,1904,2467,883,915,2,182.05
118,2005,1412,405,885,914,2,869.73
119,2333,7159,2096,886,913,2,1103.11
120,2554,1706,2076,883,916,1,1097.62
121,1511,3744,2467,888,913,1,184.87
122,1377,4969,752,883,921,2,291.20
123,1566,6291,2425,883,912,1,385.27
124,1362,6664,998,888,918,2,110.97
125,1229,4216,1217,890,912,1,1059.35
126,1569,736,613,883,914,1,695.30
127,2851,2548,1119,882,917,1,780.50
128,2641,6307,1212,884,920,1,501.30
129,2078,7303,2860,881,916,2,192.87
130,2429,4318,2766,886,917,2,918.82
131,2402,1448,1537,880,912,1,429.09
132,2932,3969,2146,887,911,1,182.45
133,2922,1730,2639,891,918,2,748.49
134,3174,897,2113,882,916,2,615.91
135,2849,4195,1332,889,916,1,323.80
136,1285,5946,740,887,914,1,517.79
137,2574,863,844,888,911,2,388.66
138,2932,6983,1858,883,916,1,396.49
139,1772,5160,730,890,919,1,106.60
140,819,196,2058,882,914,1,1055.10
141,2240,380,1036,881,912,1,380.08
142,1780,636,2450,890,915,2,733.03
143,1326,1585,2043,892,914,1,966.44
144,2994,7519,1139,892,913,1,1131.59
145,2994,6860,903,889,912,1,609.96
146,2076,6250,1746,885,919,1,911.02
147,2618,5552,1033,889,913,1,162.21
148,1284,438,1797,891,917,2,168.14
149,1982,2798,1942,882,914,1,756.12
150,2228,5012,523,880,918,2,1124.21
151,1705,6675,419,891,918,2,140.47
152,2839,1732,2915,890,912,2,451.13
153,1333,7536,1801,888,919,2,242.77
154,2973,3164,1028,884,917,1,575.72
155,2476,890,874,885,912,1,53.16
156,2554,3891,1344,892,916,2,210.14
157,2303,4195,781,882,914,1,922.58
158,1258,6283,1042,880,914,2,441.05
159,2065,2144,1509,881,919,1,950.36
160,2444,1044,1589,888,911,1,850.61
161,3237,4533,1947,889,911,1,935.45
162,1808,780,1891,884,916,2,441.60
163,1104,832,552,885,921,2,831.05
164,2786,1057,2660,892,919,1,738.86
165,903,1831,2027,892,918,1,1093.04
166,2965,6324,1729,881,915,2,40.37
167,1807,2192,2436,883,913,2,64.57
168,2705,7440,2879,881,912,2,378.71
169,1644,5111,2254,890,917,1,1074.51
170,3069,453,610,884,918,2,130.39
171,2404,3989,578,886,913,2,866.85
172,2116,5007,2131,888,913,2,156.09
173,3159,6469,874,886,916,2,658.21
174,3231,5960,2415,884,911,2,649.43
175,1643,5260,2434,883,917,2,100.94
176,1096,496,2015,882,911,1,1088.33
177,2891,1732,810,882,915,2,242.41
178,2767,6847,739,892,917,1,761.76
179,2720,1729,2333,885,914,1,592.75
180,880,723,527,889,915,1,833.16
181,2188,845,1135,887,912,2,651.36
182,973,2569,2799,892,919,2,471.78
183,1799,2570,2712,889,913,2,981.97
184,1189,6307,502,883,914,2,396.79
185,2661,5540,1058,882,913,1,326.69
186,3143,3475,1445,883,911,2,721.32
187,3091,981,2253,888,914,2,1018.40
188,3207,1903,2215,882,916,2,323.33
189,1775,5217,1361,883,911,1,437.10
190,1586,3743,2323,891,914,2,1083.00
191,1145,4301,1710,889,919,2,855.10
192,2527,6697,803,885,918,2,557.83
193,2253,209,632,881,915,2,191.15
194,1245,4188,497,886,912,1,755.22
195,1823,5148,2031,888,919,1,183.22
196,2703,7501,1374,888,919,2,473.03
197,1346,528,2657,882,913,2,663.83
198,1765,3437,1896,892,918,1,1081.77
199,1567,2106,999,888,914,2,919.16
200,2224,5914,456,880,921,2,503.69
201,1774,2609,778,886,911,1,1018.75
202,1686,6823,1268,889,921,2,460.46
203,1927,6558,2302,884,920,2,802.40
204,829,1128,2551,887,915,1,472.74
205,1484,2731,2634,889,919,1,790.46
206,1681,226,2722,880,914,2,476.43
207,1306,4077,1859,886,914,2,1182.17
208,2013,7494,706,885,913,2,589.16
209,1060,3863,2314,892,912,1,925.76
210,2467,5014,2620,881,920,1,847.14
211,1408,1168,2180,882,920,1,1177.41
212,2000,3241,1194,889,921,2,231.97
213,1196,2564,1427,885,915,2,863.24
214,2234,3301,1910,887,916,2,909.80
215,930,6986,2293,880,912,2,318.65
216,854,3912,1999,891,918,2,486.77
217,1175,4951,987,886,917,1,1192.10
218,1971,2336,1325,892,914,2,854.74
219,2337,7312,1278,886,920,1,584.03
220,2494,4642,418,884,915,2,654.84
221,2834,6279,2744,883,921,1,886.65
222,3151,6804,2214,888,915,2,724.91
223,1739,3052,2286,885,918,1,867.13
224,1132,2474,2722,884,916,2,140.03
225,2639,2689,1045,889,911,1,81.10
226,2087,224,1448,892,913,1,1133.66
227,1559,6361,1898,892,920,1,142.32
228,1063,677,1185,890,921,2,737.32
229,1092,7057,701,880,915,1,675.80
230,2443,4455,1069,883,920,2,132.18
231,2163,5677,2714,887,920,1,855.58
232,1707,1898,2543,887,913,2,354.68
233,2189,3656,398,887,920,2,518.38
234,2872,2796,2698,882,914,2,673.66
235,2857,1587,2598,883,914,2,362.50
236,2831,5336,1845,884,919,1,1043.64
237,1044,4953,2720,885,912,2,448.10
238,1621,6154,1620,880,918,1,1104.68
239,2305,1307,1943,884,920,2,667.34
240,2492,7556,1415,885,911,2,524.67
241,868,2153,969,881,916,1,395.01
242,1511,4849,2737,886,914,2,830.47
243,2968,2486,784,889,912,1,499.75
244,1643,1187,1163,888,920,2,416.70
245,2786,3952,647,886,921,1,1176.60
246,1745,6451,2389,886,913,2,1001.77
247,2197,743,480,887,919,1,904.11
248,1403,3719,1079,889,916,1,662.88
249,2108,4601,1322,887,918,1,370.43
250,3068,3847,1239,885,920,2,1091.05
251,2285,3269,554,887,915,1,991.14
252,2486,4294,2254,886,921,2,879.38
253,1608,4828,1849,892,917,1,798.60
254,1175,2191,1385,881,915,2,208.09
255,1904,4495,1499,880,913,1,854.51
256,3094,3273,662,890,915,2,833.07
257,979,1931,2627,890,912,1,338.10
258,2597,2085,1423,892,917,1,636.20
259,3189,6771,2699,885,911,1,199.21
260,2343,4401,2670,885,918,2,624.76
261,1389,399,790,886,916,2,650.26
262,2886,5775,2912,882,921,2,175.33
263,1983,7344,1869,888,916,2,479.21
264,1559,5610,1120,881,918,1,924.25
265,2634,1290,1145,890,911,1,853.40
266,2029,4925,1518,890,920,1,983.33
267,1227,2605,2091,887,918,2,119.80
268,1716,4326,880,891,918,1,34.22
269,1644,6995,2150,883,915,1,101.85
270,1088,4555,2921,880,921,2,458.22
271,1387,450,2838,881,917,1,982.74
272,1445,5141,1796,886,913,2,1130.11
273,2428,4196,1686,881,915,2,376.52
274,2923,2952,2094,890,921,1,1157.57
275,1687,6367,736,890,916,2,1107.81
276,2401,5942,867,883,918,2,485.01
277,3032,3086,643,892,921,2,583.84
278,1035,2139,2527,888,918,1,368.31
279,1385,1302,2507,887,919,1,1070.06
280,2441,1469,1478,887,919,2,944.40
281,2978,5733,2291,891,919,1,275.18
282,1739,2861,687,887,920,1,894.19
283,1126,2898,1015,881,915,2,322.91
284,1803,1513,1940,885,912,2,333.62
285,3110,6738,1320,892,916,1,895.93
286,3107,5331,754,882,918,2,478.30
287,2393,3480,2523,889,913,1,491.89
288,2878,3650,577,884,916,1,786.80
289,2724,3472,2204,888,912,2,118.56
290,1380,3350,2524,884,917,2,412.62
291,1273,5520,925,883,911,1,95.07
292,1606,7305,1186,891,914,2,50.52
293,910,1491,1384,889,913,1,112.94
294,2719,1158,1584,888,920,2,809.96
295,919,962,1213,880,916,1,54.53
296,1943,7378,2031,882,915,2,324.53
297,1856,3709,2916,883,920,2,322.15
298,1020,3012,1202,886,917,2,746.41
299,2965,497,2906,882,911,2,143.34
300,1222,6355,1057,884,918,1,1004.78
301,1146,1036,2915,882,917,2,850.36
302,1135,2932,1134,887,918,1,882.61
303,3011,5738,1365,881,911,2,612.19
304,1035,5902,1576,881,917,1,1008.80
305,2082,4754,701,889,919,1,682.23
306,2676,7386,595,892,913,1,1039.35
307,1293,3485,1477,884,915,2,757.75
308,922,883,646,880,915,2,691.65
309,1458,3820,2652,880,912,1,429.94
310,3099,5832,726,884,915,2,1042.22
311,1664,1105,2780,885,919,2,802.63
312,2429,4331,919,881,917,2,889.61
313,1235,2760,2220,890,912,1,419.88
314,2107,7121,2777,880,919,2,1147.26
315,1336,6256,657,888,911,1,694.68
316,2707,4151,1023,883,913,2,207.81
317,3204,2504,2001,884,913,1,523.51
318,1750,5472,633,882,916,2,816.48
319,812,1076,627,887,918,1,858.42
320,1642,6971,2632,884,921,2,1040.86
321,1338,6327,2581,887,914,1,803.73
322,1435,3828,1281,881,913,2,949.76
323,1061,7562,1491,883,920,1,1082.29
324,2691,4602,2751,889,912,2,119.73
325,2907,5560,1349,891,913,1,332.06
326,3151,1264,2382,883,914,1,308.67
327,2557,723,1466,883,920,1,77.00
328,1034,6944,2762,892,913,2,854.31
329,848,7542,691,883,918,2,78.13
330,2099,4626,2390,887,916,1,672.33
331,1276,943,1210,880,919,2,201.84
332,1604,1339,2747,891,919,2,824.61
333,2679,5142,2628,889,921,1,997.55
334,2559,7209,2622,888,919,2,707.52
335,1837,1797,534,891,920,1,91.56
336,1304,5207,1029,880,915,2,651.78
337,1393,1409,716,883,919,1,899.48
338,2368,5027,2309,890,914,2,511.53
339,2786,5640,1700,892,912,1,987.66
340,2072,7090,1636,886,915,2,78.90
341,2954,6976,815,882,917,2,756.78
342,3201,2687,922,882,917,1,714.85
343,2439,2933,1700,892,915,2,1177.44
344,1291,1851,1039,882,913,2,116.11
345,2775,6242,1773,880,919,1,704.92
346,1643,6592,2699,883,918,2,537.47
347,2995,7562,1706,892,919,1,354.99
348,1430,1890,1663,887,917,1,1148.78
349,3042,6166,1929,891,912,2,291.96
350,1078,4056,2413,889,919,2,1089.56
351,2963,1337,2053,892,915,2,1036.87
352,2474,7079,1424,882,917,1,430.04
353,2802,4814,2749,886,917,2,828.33
354,2220,3910,2694,884,912,1,158.67
355,1363,673,2566,891,911,2,443.02
356,1730,2314,2187,890,917,2,800.22
357,1205,3177,2744,885,920,2,825.87
358,2640,4071,917,886,915,2,687.01
359,2967,3610,790,889,921,2,575.66
360,3096,7635,2549,882,914,1,1149.38
361,1452,4883,1453,887,920,2,503.91
362,993,6529,2353,888,917,1,693.89
363,3122,2512,2917,891,915,1,847.52
364,2077,6920,2505,892,911,1,206.67
365,2731,5837,959,890,921,1,32.44
366,1669,679,485,889,912,2,1169.17
367,2411,6034,617,889,921,2,285.79
368,2314,820,1675,888,918,2,776.95
369,2550,1467,395,882,916,2,1181.23
370,2638,3337,2881,885,918,2,189.24
371,1141,7648,956,880,915,2,828.54
372,3078,2914,602,883,912,1,1084.03
373,2974,2111,1769,883,913,1,544.11
374,1880,7012,2122,884,918,2,505.63
375,3159,1381,2792,881,919,2,756.76
376,2866,4765,1639,890,912,2,842.00
377,1692,6036,1053,884,921,2,195.90
378,1397,3082,1795,886,914,1,301.40
379,974,2181,852,888,914,2,335.13
380,2195,7088,441,891,921,1,382.21
381,2851,2764,937,882,912,2,851.48
382,2774,2668,585,882,914,2,1129.83
383,3240,4691,1569,888,921,1,344.48
384,2438,5559,2742,892,918,1,135.87
385,1174,3374,1739,892,915,1,803.87
386,3154,5624,847,891,913,1,360.85
387,1185,1520,428,881,920,1,707.27
388,831,5103,1818,884,921,2,1013.75
389,2378,5545,1974,880,915,1,216.26
390,2732,2559,647,889,918,2,1176.60
391,851,4211,2184,890,921,1,58.83
392,2166,4777,2036,884,920,1,495.81
393,2280,6996,1757,884,919,1,677.53
394,1955,5098,2603,882,913,2,733.18
395,3140,6740,1023,892,914,2,273.30
396,2410,6493,943,892,921,1,971.53
397,2171,3936,1093,881,914,1,717.49
398,2963,4070,777,881,912,2,1011.96
399,1375,4895,1353,890,916,1,101.73
400,1142,5354,558,885,921,2,712.06
401,2464,2985,2447,881,918,1,643.65
402,2347,3973,883,891,913,1,651.73
403,840,1767,1578,885,912,2,372.87
404,2774,6548,753,881,913,1,33.94
405,2482,6181,1110,880,912,2,432.98
406,1301,5315,2131,883,915,1,860.85
407,2462,5326,1600,881,911,1,371.26
408,2849,7336,1851,891,919,1,54.33
409,2816,660,2687,882,917,1,291.61
410,1242,6436,2042,890,913,1,214.90
411,1143,5146,2183,889,914,2,1068.90
412,2279,1073,2316,886,915,2,803.61
413,3139,1371,1171,884,917,2,1116.90
414,2241,6463,2008,881,917,1,563.20
415,866,5626,2081,887,914,1,603.42
416,2187,3953,2106,885,918,1,1110.73
417,3045,2297,1313,890,917,1,499.18
418,2477,3654,2079,890,913,2,407.20
419,866,7473,2808,890,912,1,956.55
420,1110,5743,2404,883,916,1,956.93
421,1657,596,2523,881,912,2,544.43
422,2380,5379,1580,886,918,1,980.27
423,2044,5397,1760,886,911,1,411.87
424,1391,2803,691,881,912,2,228.74
425,2472,6299,1391,880,911,2,339.29
426,2155,5414,1598,886,919,1,67.11
427,1656,4402,2028,882,921,2,992.69
428,2490,6688,782,882,917,1,612.83
429,2942,4767,2772,887,915,2,799.68
430,3028,810,2107,881,921,1,101.70
431,903,1860,662,889,920,2,1123.00
432,1952,7059,788,885,920,1,381.80
433,2886,7072,2125,881,921,1,39.88
434,2806,2255,1300,884,912,1,149.72
435,2653,6888,2707,886,915,1,1131.04
436,2219,6152,1709,884,916,1,970.58
437,2825,962,2266,880,921,1,1138.64
438,2025,2030,1495,887,912,1,279.26
439,861,6083,2519,891,911,2,160.05
440,2266,7056,2670,890,919,1,454.08
441,3085,1463,2287,880,920,1,756.92
442,3024,3947,2934,888,917,2,628.51
443,3065,3734,1285,881,915,2,208.50
444,908,1311,1166,888,912,1,1031.80
445,2177,925,1288,892,914,2,949.21
446,3038,3813,2825,884,916,1,124.72
447,1068,5157,2909,889,912,2,289.85
448,2043,778,2452,892,912,1,76.41
449,1224,2680,2558,881,912,2,85.86
450,1602,5465,1681,887,917,1,355.28
451,2168,4253,1479,881,911,1,696.87
452,1897,5592,942,890,921,1,243.18
453,2636,7232,1605,891,915,2,958.09
454,2511,5438,2479,883,912,2,211.51
455,933,7398,1692,891,917,2,594.21
456,2026,2904,2531,891,917,1,1174.81
457,964,4365,2121,883,913,2,1044.98
458,1969,6023,2338,888,917,2,681.61
459,2766,542,1895,885,918,1,492.06
460,2913,1026,1957,882,914,2,556.54
461,1415,5358,511,890,913,2,822.12
462,2544,2746,2120,887,916,2,72.27
463,2070,7626,1686,890,915,1,246.69
464,2133,1078,654,886,918,1,996.53
465,1006,3060,689,884,912,2,203.94
466,3155,4013,1330,885,917,1,390.41
467,1167,7188,1410,891,917,2,1107.99
468,1230,428,706,889,913,2,705.40
469,1589,6961,1007,890,919,2,978.22
470,2969,420,769,889,913,2,332.75
471,2975,2288,1538,886,912,1,485.25
472,2660,3460,1573,882,921,1,573.24
473,2664,3951,1190,885,919,2,680.74
474,3153,6952,591,891,911,2,541.56
475,812,6774,2555,890,913,1,101.47
476,2405,5740,2258,888,912,1,469.45
477,2304,4785,1018,891,914,2,906.28
478,827,5345,1193,882,916,2,822.92
479,1707,5234,2432,888,921,2,351.97
480,942,7435,1489,880,916,1,1089.68
481,2444,1794,1316,881,921,1,541.02
482,1034,2949,1691,883,915,2,416.32
483,1580,2941,1357,889,918,2,406.06
484,2543,2771,1299,887,917,1,339.50
485,1806,2407,2612,889,913,2,987.93
486,897,5743,1210,885,919,1,719.52
487,2253,2443,2308,884,912,2,201.61
488,2168,4048,426,887,911,2,299.92
489,1481,3807,1925,891,921,1,664.73
490,1353,3390,1906,883,911,1,186.08
491,2920,4881,1546,881,916,2,1047.56
492,1520,2060,1107,889,917,2,958.01
493,2611,2221,1921,892,921,1,183.61
494,849,471,1157,885,921,1,1061.13
495,1663,2432,1523,887,916,1,115.47
496,2059,7133,2889,884,921,2,1131.18
497,2527,7200,793,891,921,2,225.81
498,2987,3806,416,889,920,1,815.53
499,2211,2610,928,880,911,2,148.87
500,1410,5475,2723,885,921,2,89.01
501,2224,5271,1451,884,911,2,346.90
502,2073,541,1534,892,916,2,884.72
503,3016,6605,1273,886,921,2,1116.02
504,2104,3377,2145,891,921,2,955.87
505,2203,5333,2778,892,919,1,474.25
506,3208,5777,1404,881,914,2,102.60
507,1540,4341,1304,887,918,1,694.78
508,981,5228,1663,888,920,2,739.57
509,2989,6329,1425,892,921,2,882.64
510,1451,7135,435,886,918,1,709.68
511,1207,5131,1250,882,919,1,1023.91
512,2147,4159,2307,889,916,1,875.78
513,2828,4365,1006,880,916,1,853.13
514,1020,5234,2251,890,911,1,179.74
515,1612,5233,963,887,917,2,44.73
516,2750,2103,1441,886,915,2,1176.89
517,1569,321,2078,883,919,2,698.74
518,1608,3949,2081,891,916,2,139.90
519,3154,7027,1447,892,917,1,849.67
520,1827,5708,1500,880,919,1,688.85
521,1041,4290,1030,885,913,1,82.36
522,2262,6234,632,889,911,2,727.35
523,1441,3361,1920,883,912,2,199.43
524,1467,3420,2840,880,911,1,744.01
525,2187,6682,2923,886,913,1,784.07
526,2160,7148,2783,887,917,2,1013.34
527,3152,7156,549,890,913,1,897.48
528,2411,4246,2736,892,917,1,360.26
529,1141,6483,1292,881,911,2,1062.24
530,1486,1687,2836,892,920,2,390.74
531,2073,750,2932,882,917,2,368.12
532,2891,2181,876,888,912,1,894.08
533,3155,5478,1267,884,911,2,1132.37
534,1734,1863,1704,885,918,1,1106.31
535,1640,1905,1137,883,915,2,218.22
536,2273,969,2208,886,913,2,807.33
537,2255,3076,2004,884,913,2,696.41
538,2756,6981,2700,888,916,2,333.96
539,2064,2803,1729,881,917,2,967.85
540,1850,224,977,885,916,2,615.03
541,1490,4693,873,890,916,2,353.29
542,1516,3929,2525,881,919,1,199.75
543,2176,6955,1635,885,916,2,483.64
544,2863,2406,2327,887,919,2,110.11
545,1951,6298,698,888,918,2,1177.30
546,2203,4276,1285,891,921,1,47.32
547,2189,7559,1269,887,913,2,1031.40
548,3011,680,925,891,912,2,937.07
549,2699,2071,677,885,914,2,113.50
550,1273,3941,2252,889,918,1,1175.83
551,2459,2970,1794,881,917,1,991.63
552,1870,2320,2159,890,920,2,970.21
553,1040,7327,1755,882,913,1,391.63
554,2355,6132,2378,884,911,1,620.09
555,1224,4350,1057,882,916,2,194.09
556,1996,3521,2217,880,918,1,317.45
557,1582,1649,2409,880,911,1,178.57
558,2676,6718,2299,890,915,2,687.47
559,1132,6475,2015,883,916,1,1056.82
560,1310,3654,2672,882,920,1,1185.77
561,2635,7623,453,892,915,2,645.48
562,1433,3840,1860,882,915,2,361.37
563,2870,6759,2230,885,917,2,827.41
564,1214,1885,1110,889,917,2,54.29
565,2393,4444,486,881,921,1,326.06
566,1216,7045,2238,882,912,1,67.42
567,2626,5589,1239,890,916,2,735.23
568,3058,1961,1656,887,920,1,1015.22
569,2621,6658,1228,881,920,1,799.61
570,3094,5631,2813,888,918,1,143.36
571,2650,4297,1718,887,916,2,907.59
572,1447,243,2753,883,918,2,916.27
573,3163,4013,2816,890,917,2,350.97
574,895,3960,2328,888,912,1,495.20
575,2445,3531,710,891,913,1,937.36
576,1218,1164,2612,886,920,2,34.20
577,2686,3079,420,881,920,2,480.29
578,1183,4844,2149,885,917,1,952.74
579,3065,1151,2249,888,917,1,832.49
580,1579,1985,2719,887,916,2,609.98
581,1218,7046,1219,889,914,1,473.41
582,2263,5901,1288,890,918,1,444.76
583,2035,3962,835,891,912,1,439.95
584,2722,321,978,885,916,2,948.71
585,1342,5416,885,885,921,2,1156.49
586,2423,183,1028,891,920,1,411.51
587,3054,5563,2109,884,914,1,721.29
588,1855,4015,2815,883,911,2,993.48
589,1643,2548,1001,886,915,1,1017.51
590,1410,297,2278,889,912,1,105.67
591,1062,7315,1277,887,911,1,613.14
592,2240,1448,1885,884,915,1,168.90
593,2162,5846,1750,892,917,2,175.46
594,1069,1095,1255,887,917,2,40.72
595,1476,5283,2609,887,912,1,233.64
596,2497,3134,2258,889,921,1,772.51
597,1989,6396,1272,882,913,2,907.88
598,2244,7001,1597,885,916,1,790.76
599,2725,2111,1017,890,921,1,1064.12
600,2952,1794,652,891,917,2,631.45
601,3223,6646,2125,887,916,1,418.67
602,2687,4986,2708,883,916,2,42.89
603,3055,182,1471,892,916,1,942.04
604,1791,2589,2584,888,911,2,684.28
605,3078,6974,1981,882,920,1,330.97
606,2288,2858,1504,882,914,2,236.35
607,3029,148,744,889,915,2,1116.60
608,2153,4615,2042,891,912,2,368.70
609,2700,6620,2902,880,920,1,945.33
610,1433,1371,1635,881,919,2,194.29
611,3138,6093,1480,882,915,1,996.11
612,957,3185,1570,882,914,1,815.98
613,2927,1852,685,886,921,1,947.63
614,1535,1013,847,888,921,1,573.00
615,1620,2822,1254,890,919,2,1183.81
616,2142,3955,2303,884,918,2,585.26
617,983,5658,779,880,915,1,296.78
618,2577,4194,2069,889,918,1,729.27
619,1173,3008,603,887,921,2,808.07
620,954,6300,1782,886,915,1,787.33
621,3072,6573,1925,888,917,1,689.73
622,3034,1662,2828,884,914,1,466.25
623,2441,145,866,890,913,1,753.76
624,2068,1966,2212,881,914,2,461.58
625,2313,2874,2294,884,915,2,778.99
626,1526,6753,2678,882,915,2,998.01
627,1909,4161,2853,887,920,2,63.30
628,1107,574,1794,883,917,2,256.77
629,1439,5489,1704,882,919,1,722.17
630,2876,5772,685,886,918,1,729.88
631,1789,7626,675,881,915,2,982.73
632,1743,6908,2796,891,911,1,749.23
633,1250,965,1389,887,918,2,876.43
634,2208,7019,1591,886,912,2,585.93
635,2410,5921,1794,883,919,2,1137.53
636,1015,6111,1256,883,920,1,81.35
637,1673,5715,466,885,917,1,637.19
638,1974,5503,2506,883,911,2,263.93
639,2313,7246,1031,889,919,2,744.13
640,3234,6021,1304,888,919,1,61.80
641,1847,7304,1212,889,919,1,114.90
642,2618,1065,1480,884,912,1,973.72
643,2598,2879,795,881,915,1,584.37
644,2278,7361,1044,880,916,2,426.10
645,1963,7051,469,890,912,1,582.47
646,818,4990,2014,886,916,2,1083.18
647,2873,6109,1809,882,916,2,538.76
648,3002,7148,1699,889,916,1,726.49
649,1171,7170,2829,887,921,1,274.23
650,2985,7388,2028,891,917,2,89.90
651,1639,5699,976,882,920,2,907.50
652,1556,3821,1767,883,911,1,1024.57
653,3182,1584,1361,881,919,2,57.96
654,2437,1196,2446,887,920,2,1125.21
655,2750,1505,598,882,911,1,1039.05
656,2692,1929,1067,882,915,2,911.92
657,1725,5029,722,885,916,1,345.36
658,1233,4261,1007,888,919,2,413.99
659,3048,2329,842,889,917,1,667.24
660,3180,6576,1725,883,919,1,1190.03
661,1462,3528,396,882,914,1,1187.97
662,2338,7220,438,891,915,2,1127.45
663,1631,5201,1017,888,921,1,499.61
664,2935,1612,1408,890,916,1,725.97
665,1612,769,2216,880,912,2,345.47
666,1440,6935,2743,882,913,2,873.32
667,1316,4106,1521,883,920,2,682.66
668,1333,5716,1359,882,913,1,291.84
669,1870,7114,1959,890,918,1,815.27
670,2394,6705,2179,892,916,2,712.24
