FullDate,Category,ShipCost,AvgDeliveryDays,ShipCostPerUnit,ShipCostPerOrder,ShipCostPctSales
2019-11-11,Interior,44648.78,15.0296108291032,7441.463333,14882.926666,10.404124
2019-05-31,Interior,44648.78,15.0296108291032,2232.439000,6378.397142,3.320801
2023-12-28,Lighting,47086.68,15.2331768388106,3363.334285,9417.336000,6.798941
2019-01-11,Lighting,47086.68,15.2331768388106,1961.945000,5231.853333,3.643295
2022-03-04,Suspension,45486.04,15.0712550607287,4135.094545,11371.510000,14.062251
2025-01-15,Performance,95032.73,15.0206225680934,2879.779696,7310.210000,5.125235
2022-05-31,Lighting,47086.68,15.2331768388106,3622.052307,7847.780000,8.146512
2020-02-05,Suspension,45486.04,15.0712550607287,4548.604000,9097.208000,13.070663
2024-10-20,Suspension,45486.04,15.0712550607287,2274.302000,5054.004444,4.482672
2020-11-24,Suspension,45486.04,15.0712550607287,5685.755000,11371.510000,15.036856
2019-01-20,Towing,44229.62,14.6700507614213,3159.258571,7371.603333,8.141219
2020-07-07,Interior,44648.78,15.0296108291032,2029.490000,5581.097500,3.639812
2021-03-02,Towing,44229.62,14.6700507614213,2948.641333,6318.517142,4.722359
2023-01-19,Suspension,45486.04,15.0712550607287,45486.040000,45486.040000,36.366721
2024-02-18,Interior,44648.78,15.0296108291032,2626.398823,5581.097500,5.176490
2023-10-19,Suspension,45486.04,15.0712550607287,3790.503333,9097.208000,7.452757
2022-03-28,Suspension,45486.04,15.0712550607287,3498.926153,9097.208000,8.219051
2021-11-17,Towing,44229.62,14.6700507614213,3402.278461,8845.924000,5.741302
2022-06-21,Lighting,47086.68,15.2331768388106,5231.853333,15695.560000,12.164271
2021-04-30,Lighting,47086.68,15.2331768388106,3363.334285,9417.336000,4.392213
2023-01-15,Towing,44229.62,14.6700507614213,14743.206666,22114.810000,18.947295
2024-04-20,Exterior,98472.67,15.0722305389222,2896.255000,7574.820769,5.321239
2022-11-03,Suspension,45486.04,15.0712550607287,3498.926153,9097.208000,7.071295
2020-04-22,Performance,95032.73,15.0206225680934,3167.757666,6788.052142,5.073680
2019-04-17,Towing,44229.62,14.6700507614213,2764.351250,6318.517142,3.731515
2024-01-28,Lighting,47086.68,15.2331768388106,3363.334285,9417.336000,13.615399
2020-12-22,Exterior,98472.67,15.0722305389222,2661.423513,7033.762142,4.738940
2025-04-20,Exterior,98472.67,15.0722305389222,2401.772439,6154.541875,4.383822
2024-05-02,Performance,95032.73,15.0206225680934,4525.368095,10559.192222,5.655000
2021-02-13,Lighting,47086.68,15.2331768388106,6726.668571,15695.560000,10.078333
2020-01-04,Lighting,47086.68,15.2331768388106,3363.334285,6726.668571,7.024926
2022-03-12,Exterior,98472.67,15.0722305389222,7574.820769,14067.524285,15.098260
2021-02-06,Exterior,98472.67,15.0722305389222,3395.609310,8952.060909,8.852327
2023-07-27,Lighting,47086.68,15.2331768388106,2140.303636,5885.835000,3.580616
2023-03-06,Performance,95032.73,15.0206225680934,2969.772812,6335.515333,5.238404
2025-03-07,Lighting,47086.68,15.2331768388106,2242.222857,5885.835000,7.774441
2024-06-20,Exterior,98472.67,15.0722305389222,2896.255000,6564.844666,5.408868
2021-05-09,Lighting,47086.68,15.2331768388106,2047.246956,5231.853333,4.413472
2024-07-10,Suspension,45486.04,15.0712550607287,3249.002857,9097.208000,13.266883
2019-05-16,Suspension,45486.04,15.0712550607287,7581.006666,15162.013333,9.506620
2025-03-02,Performance,95032.73,15.0206225680934,5001.722631,10559.192222,8.102352
2021-02-04,Performance,95032.73,15.0206225680934,5939.545625,15838.788333,17.149619
2019-10-28,Lighting,47086.68,15.2331768388106,3363.334285,7847.780000,13.112889
2025-01-31,Performance,95032.73,15.0206225680934,4525.368095,10559.192222,8.325826
2021-07-16,Suspension,45486.04,15.0712550607287,1819.441600,6498.005714,4.120776
2020-12-27,Towing,44229.62,14.6700507614213,2211.481000,6318.517142,5.168080
2021-09-06,Interior,44648.78,15.0296108291032,7441.463333,22324.390000,27.788082
2020-02-17,Performance,95032.73,15.0206225680934,2879.779696,6788.052142,5.879832
2020-04-26,Lighting,47086.68,15.2331768388106,2354.334000,5885.835000,4.638556
2021-08-10,Towing,44229.62,14.6700507614213,7371.603333,14743.206666,17.372404
2025-08-16,Performance,95032.73,15.0206225680934,3167.757666,8639.339090,6.121097
2022-06-13,Interior,44648.78,15.0296108291032,2790.548750,6378.397142,5.375627
2024-07-15,Exterior,98472.67,15.0722305389222,1758.440535,5182.772105,3.297684
2020-10-07,Towing,44229.62,14.6700507614213,7371.603333,14743.206666,14.611411
2022-12-26,Interior,44648.78,15.0296108291032,2029.490000,4464.878000,3.732295
2023-04-12,Exterior,98472.67,15.0722305389222,4689.174761,10941.407777,8.250159
2021-10-20,Exterior,98472.67,15.0722305389222,2735.351944,6564.844666,5.830134
2023-09-09,Performance,95032.73,15.0206225680934,1979.848541,5590.160588,4.610629
2021-08-03,Performance,95032.73,15.0206225680934,4319.669545,10559.192222,6.753061
2024-11-19,Suspension,45486.04,15.0712550607287,4548.604000,11371.510000,9.592628
2023-09-29,Suspension,45486.04,15.0712550607287,2675.649411,5685.755000,6.587034
2024-04-10,Lighting,47086.68,15.2331768388106,4280.607272,9417.336000,8.073653
2019-10-08,Suspension,45486.04,15.0712550607287,3032.402666,9097.208000,16.515634
2019-05-31,Exterior,98472.67,15.0722305389222,2238.015227,5182.772105,4.123891
2023-10-14,Performance,95032.73,15.0206225680934,6788.052142,19006.546000,45.740050
2021-02-22,Lighting,47086.68,15.2331768388106,2242.222857,6726.668571,4.870278
2019-10-12,Suspension,45486.04,15.0712550607287,3790.503333,11371.510000,6.318778
2022-11-07,Suspension,45486.04,15.0712550607287,5685.755000,11371.510000,9.624006
2025-03-14,Performance,95032.73,15.0206225680934,3394.026071,8639.339090,5.769598
2019-10-19,Performance,95032.73,15.0206225680934,3065.571935,6788.052142,5.119925
2023-09-26,Towing,44229.62,14.6700507614213,3685.801666,11057.405000,10.116402
2021-11-10,Performance,95032.73,15.0206225680934,4525.368095,9503.273000,7.427861
2023-11-18,Towing,44229.62,14.6700507614213,3402.278461,8845.924000,6.298757
2024-04-11,Suspension,45486.04,15.0712550607287,4548.604000,11371.510000,7.891730
2022-11-26,Lighting,47086.68,15.2331768388106,2769.804705,5885.835000,6.657854
2020-03-03,Towing,44229.62,14.6700507614213,2327.874736,4914.402222,4.205559
2020-05-16,Lighting,47086.68,15.2331768388106,3139.112000,7847.780000,8.273637
2020-12-03,Exterior,98472.67,15.0722305389222,2188.281555,6154.541875,5.669407
2022-10-15,Lighting,47086.68,15.2331768388106,6726.668571,11771.670000,12.628040
2024-09-18,Interior,44648.78,15.0296108291032,1941.251304,5581.097500,5.169495
2022-02-08,Interior,44648.78,15.0296108291032,2349.935789,4464.878000,2.918863
2019-12-20,Interior,44648.78,15.0296108291032,2349.935789,4960.975555,3.980012
2019-01-04,Towing,44229.62,14.6700507614213,4422.962000,8845.924000,5.694087
2023-03-20,Suspension,45486.04,15.0712550607287,5054.004444,9097.208000,6.050743
2020-01-27,Interior,44648.78,15.0296108291032,3720.731666,11162.195000,13.221041
2022-05-02,Exterior,98472.67,15.0722305389222,5470.703888,16412.111666,9.943660
2024-04-30,Suspension,45486.04,15.0712550607287,4135.094545,11371.510000,16.083376
2024-01-07,Lighting,47086.68,15.2331768388106,2769.804705,7847.780000,7.086180
2025-06-28,Exterior,98472.67,15.0722305389222,3938.906800,6564.844666,6.531217
2023-11-19,Lighting,47086.68,15.2331768388106,1883.467200,5231.853333,3.668892
2019-06-28,Exterior,98472.67,15.0722305389222,3077.270937,7033.762142,5.193410
2019-01-03,Performance,95032.73,15.0206225680934,3801.309200,9503.273000,7.953807
2024-12-09,Towing,44229.62,14.6700507614213,8845.924000,11057.405000,9.347807
2022-07-10,Lighting,47086.68,15.2331768388106,1961.945000,4280.607272,3.345507
2022-07-27,Suspension,45486.04,15.0712550607287,3249.002857,9097.208000,7.842961
2019-10-22,Suspension,45486.04,15.0712550607287,2842.877500,5685.755000,4.749061
2024-04-22,Interior,44648.78,15.0296108291032,6378.397142,22324.390000,15.615392
2023-04-25,Towing,44229.62,14.6700507614213,7371.603333,14743.206666,18.078806
2021-06-12,Suspension,45486.04,15.0712550607287,7581.006666,11371.510000,10.418980
2019-01-14,Interior,44648.78,15.0296108291032,3434.521538,11162.195000,10.328050
2020-03-13,Towing,44229.62,14.6700507614213,3159.258571,7371.603333,3.957217
2022-09-29,Suspension,45486.04,15.0712550607287,1977.653913,5054.004444,4.064479
2022-07-22,Exterior,98472.67,15.0722305389222,3938.906800,7574.820769,5.839258
2023-04-08,Performance,95032.73,15.0206225680934,3655.105000,10559.192222,7.273824
2022-01-20,Interior,44648.78,15.0296108291032,1539.613103,4464.878000,3.396907
2020-12-16,Exterior,98472.67,15.0722305389222,3647.135925,7574.820769,5.104321
2020-05-06,Performance,95032.73,15.0206225680934,6335.515333,15838.788333,13.209594
2024-08-06,Interior,44648.78,15.0296108291032,3434.521538,11162.195000,7.032422
2023-02-08,Performance,95032.73,15.0206225680934,2715.220857,7919.394166,6.045035
2020-09-21,Interior,44648.78,15.0296108291032,3720.731666,7441.463333,7.114119
2025-01-29,Interior,44648.78,15.0296108291032,2349.935789,7441.463333,6.730265
2025-03-22,Performance,95032.73,15.0206225680934,3959.697083,9503.273000,6.296064
2020-03-06,Suspension,45486.04,15.0712550607287,6498.005714,15162.013333,17.278582
2019-07-24,Interior,44648.78,15.0296108291032,6378.397142,14882.926666,15.667118
2025-04-27,Exterior,98472.67,15.0722305389222,3938.906800,9847.267000,7.915427
2023-06-01,Suspension,45486.04,15.0712550607287,2675.649411,6498.005714,4.972597
2021-02-16,Exterior,98472.67,15.0722305389222,3516.881071,8206.055833,6.247540
2019-12-01,Exterior,98472.67,15.0722305389222,2238.015227,5470.703888,3.910750
2023-08-13,Performance,95032.73,15.0206225680934,3519.730740,7919.394166,8.381057
2022-05-13,Suspension,45486.04,15.0712550607287,45486.040000,45486.040000,24.224725
2023-01-28,Performance,95032.73,15.0206225680934,2111.838444,5279.596111,4.808713
2022-06-27,Exterior,98472.67,15.0722305389222,2735.351944,7574.820769,8.611251
2023-10-07,Exterior,98472.67,15.0722305389222,2238.015227,6154.541875,4.170291
2021-09-11,Lighting,47086.68,15.2331768388106,5231.853333,11771.670000,10.435738
2021-06-19,Interior,44648.78,15.0296108291032,2626.398823,6378.397142,4.241954
2022-08-08,Towing,44229.62,14.6700507614213,6318.517142,11057.405000,10.303186
2021-04-12,Interior,44648.78,15.0296108291032,8929.756000,22324.390000,26.461515
2024-04-02,Towing,44229.62,14.6700507614213,5528.702500,14743.206666,9.903654
2025-03-01,Lighting,47086.68,15.2331768388106,4280.607272,9417.336000,8.560311
2021-03-13,Towing,44229.62,14.6700507614213,11057.405000,22114.810000,10.381004
2020-07-11,Towing,44229.62,14.6700507614213,2601.742352,6318.517142,6.076540
2022-01-22,Lighting,47086.68,15.2331768388106,3139.112000,7847.780000,8.231476
2021-04-21,Suspension,45486.04,15.0712550607287,2842.877500,6498.005714,4.556012
2022-08-03,Exterior,98472.67,15.0722305389222,3077.270937,7574.820769,8.507020
2019-12-28,Exterior,98472.67,15.0722305389222,2896.255000,7574.820769,5.573317
2020-07-18,Exterior,98472.67,15.0722305389222,5182.772105,12309.083750,9.336238
2019-07-01,Towing,44229.62,14.6700507614213,4422.962000,14743.206666,11.486572
2025-02-11,Suspension,45486.04,15.0712550607287,3498.926153,11371.510000,8.261341
2024-09-11,Performance,95032.73,15.0206225680934,2021.972978,5001.722631,4.726630
2025-08-26,Suspension,45486.04,15.0712550607287,4135.094545,9097.208000,9.897177
2021-08-15,Suspension,45486.04,15.0712550607287,2394.002105,6498.005714,4.419398
2024-04-19,Interior,44648.78,15.0296108291032,1594.599285,4464.878000,5.909910
2019-12-31,Towing,44229.62,14.6700507614213,6318.517142,14743.206666,8.072218
2021-10-18,Interior,44648.78,15.0296108291032,1488.292666,3434.521538,2.864458
2024-05-27,Towing,44229.62,14.6700507614213,5528.702500,14743.206666,13.600995
2023-03-11,Towing,44229.62,14.6700507614213,3685.801666,7371.603333,5.996586
2021-02-25,Towing,44229.62,14.6700507614213,1769.184800,4914.402222,3.171254
2020-06-22,Towing,44229.62,14.6700507614213,4020.874545,8845.924000,6.205862
2022-05-07,Interior,44648.78,15.0296108291032,2232.439000,5581.097500,8.230857
2020-12-19,Performance,95032.73,15.0206225680934,3519.730740,10559.192222,10.127555
2025-02-13,Exterior,98472.67,15.0722305389222,2735.351944,5792.510000,7.096065
2024-04-07,Exterior,98472.67,15.0722305389222,2591.386052,5792.510000,3.988735
2021-10-17,Exterior,98472.67,15.0722305389222,2461.816750,5792.510000,4.596449
2020-02-14,Exterior,98472.67,15.0722305389222,2461.816750,5792.510000,4.728100
2020-12-06,Interior,44648.78,15.0296108291032,6378.397142,14882.926666,9.940086
2023-04-13,Performance,95032.73,15.0206225680934,3655.105000,8639.339090,8.086556
2019-04-11,Performance,95032.73,15.0206225680934,2500.861315,6788.052142,5.413896
2020-09-23,Interior,44648.78,15.0296108291032,5581.097500,11162.195000,5.410117
2022-10-14,Lighting,47086.68,15.2331768388106,4708.668000,9417.336000,9.774212
2020-07-26,Performance,95032.73,15.0206225680934,4131.857826,11879.091250,7.041573
2022-03-05,Towing,44229.62,14.6700507614213,4914.402222,8845.924000,4.650888
2024-09-24,Lighting,47086.68,15.2331768388106,1471.458750,3622.052307,3.189962
2023-05-05,Lighting,47086.68,15.2331768388106,2354.334000,5885.835000,5.322766
2019-04-02,Lighting,47086.68,15.2331768388106,1883.467200,4708.668000,2.815109
2024-04-15,Suspension,45486.04,15.0712550607287,2274.302000,5054.004444,3.195485
2019-09-26,Exterior,98472.67,15.0722305389222,3516.881071,8952.060909,6.113383
2019-03-26,Lighting,47086.68,15.2331768388106,2354.334000,6726.668571,4.769092
2022-03-06,Suspension,45486.04,15.0712550607287,1378.364848,4135.094545,2.812431
2025-08-18,Interior,44648.78,15.0296108291032,4464.878000,11162.195000,11.524674
2021-02-07,Exterior,98472.67,15.0722305389222,3647.135925,12309.083750,9.140598
2022-09-14,Performance,95032.73,15.0206225680934,4131.857826,9503.273000,9.781105
2020-10-17,Lighting,47086.68,15.2331768388106,3363.334285,9417.336000,5.410632
2019-12-27,Suspension,45486.04,15.0712550607287,4135.094545,9097.208000,6.527510
2022-08-04,Interior,44648.78,15.0296108291032,4058.980000,14882.926666,12.852379
2019-07-25,Exterior,98472.67,15.0722305389222,3176.537741,8952.060909,6.875934
2019-01-18,Suspension,45486.04,15.0712550607287,3032.402666,9097.208000,9.141746
2023-04-06,Interior,44648.78,15.0296108291032,6378.397142,14882.926666,16.983179
2019-05-08,Suspension,45486.04,15.0712550607287,2527.002222,6498.005714,6.159447
2023-05-29,Towing,44229.62,14.6700507614213,2948.641333,7371.603333,9.722526
2019-01-04,Lighting,47086.68,15.2331768388106,2354.334000,6726.668571,9.707332
2020-02-18,Suspension,45486.04,15.0712550607287,1895.251666,4548.604000,4.190917
2020-12-12,Performance,95032.73,15.0206225680934,2568.452162,6335.515333,4.815123
2025-02-22,Lighting,47086.68,15.2331768388106,5885.835000,15695.560000,8.599537
2022-12-04,Exterior,98472.67,15.0722305389222,4103.027916,9847.267000,11.563145
2023-10-25,Towing,44229.62,14.6700507614213,2764.351250,8845.924000,7.492951
2019-10-26,Towing,44229.62,14.6700507614213,4914.402222,14743.206666,7.986799
2020-05-05,Interior,44648.78,15.0296108291032,4960.975555,14882.926666,30.637384
2025-06-01,Performance,95032.73,15.0206225680934,2639.798055,6788.052142,5.653526
2022-04-26,Lighting,47086.68,15.2331768388106,3139.112000,7847.780000,9.565700
2020-05-29,Suspension,45486.04,15.0712550607287,7581.006666,15162.013333,13.605620
2022-11-08,Interior,44648.78,15.0296108291032,3720.731666,8929.756000,6.424238
2021-11-09,Lighting,47086.68,15.2331768388106,2615.926666,7847.780000,5.487299
2021-01-24,Suspension,45486.04,15.0712550607287,2274.302000,7581.006666,4.898287
2021-06-21,Interior,44648.78,15.0296108291032,4464.878000,11162.195000,8.067705
2020-01-22,Interior,44648.78,15.0296108291032,4058.980000,6378.397142,4.838046
2022-07-29,Performance,95032.73,15.0206225680934,2436.736666,5939.545625,4.133450
2020-08-04,Performance,95032.73,15.0206225680934,2065.928913,5279.596111,4.092327
2019-12-04,Performance,95032.73,15.0206225680934,2795.080294,6788.052142,6.333163
2019-03-04,Lighting,47086.68,15.2331768388106,3923.890000,9417.336000,6.757453
2024-06-05,Interior,44648.78,15.0296108291032,7441.463333,11162.195000,7.866337
2022-04-21,Interior,44648.78,15.0296108291032,2480.487777,6378.397142,7.362027
2022-12-13,Lighting,47086.68,15.2331768388106,1961.945000,4708.668000,3.250026
2022-01-11,Lighting,47086.68,15.2331768388106,2047.246956,5231.853333,3.384543
2022-02-01,Suspension,45486.04,15.0712550607287,2842.877500,6498.005714,5.065446
2020-09-29,Towing,44229.62,14.6700507614213,2764.351250,4422.962000,4.666556
2024-08-23,Exterior,98472.67,15.0722305389222,2461.816750,6154.541875,4.735603
2023-06-09,Performance,95032.73,15.0206225680934,4319.669545,10559.192222,7.761011
2024-06-02,Towing,44229.62,14.6700507614213,4422.962000,11057.405000,8.767333
2021-07-19,Towing,44229.62,14.6700507614213,2457.201111,4914.402222,2.963309
2022-08-09,Performance,95032.73,15.0206225680934,6335.515333,13576.104285,9.826028
2021-09-29,Performance,95032.73,15.0206225680934,3394.026071,7919.394166,5.259338
2019-09-02,Performance,95032.73,15.0206225680934,5939.545625,10559.192222,9.195081
2024-09-11,Towing,44229.62,14.6700507614213,3402.278461,8845.924000,8.283351
2019-03-13,Performance,95032.73,15.0206225680934,1939.443469,4751.636500,4.503408
2025-06-14,Suspension,45486.04,15.0712550607287,4548.604000,11371.510000,8.143914
2021-11-04,Interior,44648.78,15.0296108291032,3434.521538,8929.756000,11.485748
2022-09-07,Towing,44229.62,14.6700507614213,1923.026956,6318.517142,5.284240
2022-12-29,Suspension,45486.04,15.0712550607287,5054.004444,9097.208000,8.468096
2022-10-05,Suspension,45486.04,15.0712550607287,3249.002857,5685.755000,4.458135
2019-02-13,Exterior,98472.67,15.0722305389222,2591.386052,7033.762142,6.353346
2024-01-13,Towing,44229.62,14.6700507614213,2948.641333,7371.603333,4.834641
2020-05-29,Lighting,47086.68,15.2331768388106,3139.112000,7847.780000,6.720744
2019-02-05,Suspension,45486.04,15.0712550607287,1337.824705,3249.002857,2.647108
2024-01-02,Exterior,98472.67,15.0722305389222,4689.174761,12309.083750,9.690494
2019-08-10,Exterior,98472.67,15.0722305389222,2524.940256,6564.844666,4.181200
2020-07-24,Performance,95032.73,15.0206225680934,3065.571935,7919.394166,5.945870
2021-04-08,Interior,44648.78,15.0296108291032,4058.980000,8929.756000,8.594220
2022-06-27,Interior,44648.78,15.0296108291032,2232.439000,6378.397142,5.356358
2019-10-30,Suspension,45486.04,15.0712550607287,15162.013333,22743.020000,20.107437
2022-07-08,Lighting,47086.68,15.2331768388106,1569.556000,5231.853333,4.424279
2024-02-03,Lighting,47086.68,15.2331768388106,2478.246315,6726.668571,5.416981
2020-06-28,Suspension,45486.04,15.0712550607287,3249.002857,7581.006666,8.539124
2024-06-12,Exterior,98472.67,15.0722305389222,5182.772105,14067.524285,8.990991
2022-12-24,Towing,44229.62,14.6700507614213,4020.874545,8845.924000,6.216163
2023-04-28,Lighting,47086.68,15.2331768388106,3363.334285,7847.780000,5.727658
2023-04-04,Lighting,47086.68,15.2331768388106,5231.853333,15695.560000,7.040083
2020-07-13,Suspension,45486.04,15.0712550607287,3249.002857,7581.006666,6.280711
2024-11-02,Interior,44648.78,15.0296108291032,2976.585333,7441.463333,5.159585
2020-12-14,Interior,44648.78,15.0296108291032,2480.487777,6378.397142,5.180730
2024-08-18,Exterior,98472.67,15.0722305389222,4103.027916,9847.267000,8.560897
2025-08-14,Performance,95032.73,15.0206225680934,4751.636500,11879.091250,9.178199
2021-09-26,Suspension,45486.04,15.0712550607287,2274.302000,6498.005714,5.136432
2022-09-22,Performance,95032.73,15.0206225680934,4525.368095,10559.192222,10.961326
2023-01-04,Towing,44229.62,14.6700507614213,4422.962000,11057.405000,11.781432
2020-01-30,Towing,44229.62,14.6700507614213,6318.517142,14743.206666,14.232543
2021-11-16,Exterior,98472.67,15.0722305389222,3282.422333,7574.820769,5.587545
